id,coding,d2018,d2017,d2016,16-17,17-18
2829,(株)アドテック　プラズマ　テクノロジー【6668】,1827,1486,187,694.65%,22.95%
3021,(株)エヌアイデイ【2349】,1826,1834,1544,18.78%,-0.44%
2398,エヌ・デーソフトウェア(株)【3794】,1825,1481,794,86.52%,23.23%
2731,(株)テー・オー・ダブリュー【4767】,1825,1811,1678,7.93%,0.77%
1121,オリジン電気(株)【6513】,1822,930,1560,-40.38%,95.91%
3406,アイ・ケイ・ケイ(株)【2198】,1821,2176,2106,3.32%,-16.31%
1979,(株)安永【7271】,1819,1469,373,293.83%,23.83%
2268,パウダーテック(株)【5695】,1815,1694,1337,26.70%,7.14%
1958,(株)昭和真空【6384】,1814,938,1201,-21.90%,93.39%
1916,東邦アセチレン(株)【4093】,1810,2143,1722,24.45%,-15.54%
2628,(株)クリーク・アンド・リバー社【4763】,1806,1610,1177,36.79%,12.17%
2609,(株)ＶＯＹＡＧＥ　ＧＲＯＵＰ【3688】,1806,1720,2238,-23.15%,5.00%
2953,ハリマ共和物産(株)【7444】,1801,1700,948,79.32%,5.94%
2059,日総工産(株)【6569】,1800,860,999,-13.91%,109.30%
2237,ＣＢグループマネジメント(株)【9852】,1797,1753,1203,45.72%,2.51%
1844,ＡＳＴＩ(株)【6899】,1796,1591,894,77.96%,12.88%
1944,(株)ファインシンター【5994】,1796,2246,2244,0.09%,-20.04%
300,三菱製紙(株)【3864】,1790,4313,3872,11.39%,-58.50%
2232,クニミネ工業(株)【5388】,1789,1586,1425,11.30%,12.80%
1881,(株)ビジョン【9416】,1788,1290,804,60.45%,38.60%
1898,(株)カノークス【8076】,1787,1838,1709,7.55%,-2.77%
2266,(株)コーセーアールイー【3246】,1784,1104,780,41.54%,61.59%
1415,(株)エスケーエレクトロニクス【6677】,1779,1631,3784,-56.90%,9.07%
2538,(株)鳥羽洋行【7472】,1774,1050,1279,-17.90%,68.95%
922,東洋埠頭(株)【9351】,1772,1566,1511,3.64%,13.15%
1776,日本フイルコン(株)【5942】,1772,1895,1383,37.02%,-6.49%
2187,不二サッシ(株)【5940】,1770,2615,2603,0.46%,-32.31%
1034,(株)長府製作所【5946】,1769,2417,2169,11.43%,-26.81%
2898,(株)毎日コムネット【8908】,1768,1631,1510,8.01%,8.40%
284,合同製鐵(株)【5410】,1766,2336,4349,-46.29%,-24.40%
1624,(株)インフォマート【2492】,1765,1956,2094,-6.59%,-9.76%
589,三信電気(株)【8150】,1763,804,1913,-57.97%,119.28%
2883,(株)サンセイランディック【3277】,1762,1446,1299,11.32%,21.85%
1906,(株)ファルテック【7215】,1759,1590,3288,-51.64%,10.63%
1218,(株)植木組【1867】,1758,1744,1815,-3.91%,0.80%
1949,(株)ヨンキュウ【9955】,1757,1534,1506,1.86%,14.54%
2641,(株)ＨＡＮＡＴＯＵＲ　ＪＡＰＡＮ【6561】,1756,1165,1247,-6.58%,50.73%
2908,(株)トーエル【3361】,1751,1964,1874,4.80%,-10.85%
2312,カネコ種苗(株)【1376】,1747,2015,2144,-6.02%,-13.30%
2812,(株)ウェッズ【7551】,1742,1417,2035,-30.37%,22.94%
1978,兼房(株)【5984】,1742,1465,1420,3.17%,18.91%
2135,スズデン(株)【7480】,1735,1013,997,1.60%,71.27%
3466,(株)デジタルハーツホールディングス【3676】,1735,1906,1963,-2.90%,-8.97%
1219,(株)コナカ【7494】,1734,2245,2222,1.04%,-22.76%
1707,ＣＳＰ【9740】,1733,1724,919,87.60%,0.52%
2536,元気寿司(株)【9828】,1726,1106,1395,-20.72%,56.06%
1349,共同印刷(株)【7914】,1726,3347,2625,27.50%,-48.43%
2048,(株)アーク【7873】,1720,1838,2478,-25.83%,-6.42%
2665,荏原実業(株)【6328】,1717,1290,1417,-8.96%,33.10%
2343,協立電機(株)【6874】,1717,1383,1204,14.87%,24.15%
1153,(株)オハラ【5218】,1715,143,538,-73.42%,1099.30%
2565,ロックペイント(株)【4621】,1711,1811,1281,41.37%,-5.52%
2809,(株)ソフトクリエイトホールディングス【3371】,1707,1544,1461,5.68%,10.56%
1537,モリト(株)【9837】,1707,1767,1721,2.67%,-3.40%
2125,東亜ディーケーケー(株)【6848】,1704,1365,1367,-0.15%,24.84%
2042,ダイユー・リックホールディングス(株)【3546】,1702,1726,,#DIV/0!,-1.39%
1016,コマニー(株)【7945】,1700,1099,1858,-40.85%,54.69%
2292,(株)トランザクション【7818】,1700,1439,1045,37.70%,18.14%
1924,ニッポン高度紙工業(株)【3891】,1698,505,96,426.04%,236.24%
2633,木村化工機(株)【6378】,1694,951,1211,-21.47%,78.13%
2282,(株)弘電社【1948】,1693,1799,1211,48.55%,-5.89%
2940,エスアールジータカミヤ(株)【2445】,1690,2429,2983,-18.57%,-30.42%
2686,(株)三栄コーポレーション【8119】,1683,2704,2361,14.53%,-37.76%
1229,日本ヒューム(株)【5262】,1678,1498,1894,-20.91%,12.02%
1312,(株)エノモト【6928】,1674,1240,781,58.77%,35.00%
2420,(株)ビーアールホールディングス【1726】,1674,1372,508,170.08%,22.01%
2226,タツモ(株)【6266】,1672,1346,1013,32.87%,24.22%
2198,(株)アーバネットコーポレーション【3242】,1668,2419,2005,20.65%,-31.05%
1028,(株)東急レクリエーション【9631】,1663,1539,1395,10.32%,8.06%
1708,ユナイテッド(株)【2497】,1648,1395,1509,-7.55%,18.14%
2786,ウェルス・マネジメント(株)【3772】,1647,252,344,-26.74%,553.57%
3075,(株)オーテック【1736】,1644,1566,1491,5.03%,4.98%
2993,(株)菱友システムズ【4685】,1642,1766,1808,-2.32%,-7.02%
2560,キュービーネットホールディングス(株)【6571】,1641,1502,1416,6.07%,9.25%
3097,天龍製鋸(株)【5945】,1638,1204,1113,8.18%,36.05%
1991,モーニングスター(株)【4765】,1638,1560,1406,10.95%,5.00%
1483,高島(株)【8007】,1638,1584,1687,-6.11%,3.41%
1445,(株)ナック【9788】,1637,756,701,7.85%,116.53%
3483,(株)アバント【3836】,1631,1306,1109,17.76%,24.89%
2144,(株)コメ兵【2780】,1625,832,2789,-70.17%,95.31%
1674,フジオーゼックス(株)【7299】,1618,784,1391,-43.64%,106.38%
1565,大成ラミック(株)【4994】,1618,1979,1850,6.97%,-18.24%
1670,(株)東京楽天地【8842】,1617,1461,1064,37.31%,10.68%
1341,(株)あかつき本社【8737】,1616,-458,305,-250.16%,452.84%
1765,(株)中央倉庫【9319】,1616,1583,1543,2.59%,2.08%
2615,(株)ダイオーズ【4653】,1609,1608,1730,-7.05%,0.06%
583,(株)アイネス【9742】,1608,2407,2212,8.82%,-33.19%
1410,(株)日阪製作所【6247】,1607,1161,1184,-1.94%,38.42%
2698,(株)日本トリム【6788】,1606,2929,3123,-6.21%,-45.17%
2129,高松機械工業(株)【6155】,1599,938,1741,-46.12%,70.47%
1174,昭和ホールディングス(株)【5103】,1599,3557,2261,57.32%,-55.05%
2041,Ｅ・Ｊホールディングス(株)【2153】,1594,1274,1250,1.92%,25.12%
921,日本甜菜製糖(株)【2108】,1584,2178,2011,8.30%,-27.27%
991,日東エフシー(株)【4033】,1581,1143,2099,-45.55%,38.32%
944,昭光通商(株)【8090】,1580,2063,790,161.14%,-23.41%
2547,(株)学究社【9769】,1579,1494,1409,6.03%,5.69%
3372,(株)エニグモ【3665】,1574,1768,219,707.31%,-10.97%
1008,(株)ＧＳＩクレオス【8101】,1573,1309,1228,6.60%,20.17%
1799,イワキ(株)【8095】,1571,977,559,74.78%,60.80%
1490,(株)中村超硬【6166】,1570,-1653,1435,-215.19%,194.98%
1921,(株)インテリックス【8940】,1560,1756,1759,-0.17%,-11.16%
1001,(株)シンニッタン【6319】,1559,1565,1307,19.74%,-0.38%
1075,(株)駒井ハルテック【5915】,1558,1095,2032,-46.11%,42.28%
1383,Ｏａｋ　キャピタル(株)【3113】,1549,955,,#DIV/0!,62.20%
1527,キムラユニティー(株)【9368】,1548,1711,1949,-12.21%,-9.53%
2245,(株)スカラ【4845】,1546,3736,616,506.49%,-58.62%
2260,エステールホールディングス(株)【7872】,1545,1360,1146,18.67%,13.60%
2289,(株)ＵＥＸ【9888】,1539,793,651,21.81%,94.07%
1743,鳥越製粉(株)【2009】,1537,1327,1129,17.54%,15.83%
2551,(株)アイティフォー【4743】,1535,1270,1540,-17.53%,20.87%
2016,宝印刷(株)【7921】,1534,1476,1570,-5.99%,3.93%
2360,(株)シモジマ【7482】,1534,1856,1587,16.95%,-17.35%
1654,(株)長大【9624】,1531,810,1116,-27.42%,89.01%
901,三井松島ホールディングス(株)【1518】,1531,1027,1007,1.99%,49.07%
2413,(株)ソリトンシステムズ【3040】,1525,1259,452,178.54%,21.13%
2487,(株)ひらまつ【2764】,1519,1893,2360,-19.79%,-19.76%
885,電気興業(株)【6706】,1518,949,2055,-53.82%,59.96%
2640,国際計測器(株)【7722】,1509,959,2384,-59.77%,57.35%
3304,(株)シーティーエス【4345】,1508,,,#DIV/0!,#DIV/0!
1257,(株)日本マイクロニクス【6871】,1508,1603,6143,-73.91%,-5.93%
1750,ＢＥＥＮＯＳ(株)【3328】,1507,1200,1184,1.35%,25.58%
2861,(株)電業社機械製作所【6365】,1507,1334,1075,24.09%,12.97%
1854,岡山県貨物運送(株)【9063】,1505,1585,1575,0.63%,-5.05%
2500,ＬＣホールディングス(株)【8938】,1504,625,216,189.35%,140.64%
2695,サイバネットシステム(株)【4312】,1504,1027,851,20.68%,46.45%
3528,内外トランスライン(株)【9384】,1500,1309,1578,-17.05%,14.59%
2411,三井住建道路(株)【1776】,1498,1365,1721,-20.69%,9.74%
1355,(株)松風【7979】,1497,1382,1568,-11.86%,8.32%
3505,(株)エーアイテイー【9381】,1497,1392,1530,-9.02%,7.54%
2638,(株)アビスト【6087】,1494,1285,889,44.54%,16.26%
3107,(株)ＩＢＪ【6071】,1493,1111,,#DIV/0!,34.38%
1803,井村屋グループ(株)【2209】,1490,1232,742,66.04%,20.94%
3152,南総通運(株)【9034】,1481,1414,1238,14.22%,4.74%
3144,相模ゴム工業(株)【5194】,1478,1660,619,168.17%,-10.96%
1751,(株)三社電機製作所【6882】,1474,222,1876,-88.17%,563.96%
3073,(株)ヤマダコーポレーション【6392】,1474,862,838,2.86%,71.00%
2175,北海電気工事(株)【1832】,1470,849,1215,-30.12%,73.14%
2375,エバラ食品工業(株)【2819】,1470,1864,1754,6.27%,-21.14%
3598,冨士ダイス(株)【6167】,1465,1161,963,20.56%,26.18%
1610,東京インキ(株)【4635】,1464,1181,586,101.54%,23.96%
2227,ナトコ(株)【4627】,1461,1187,934,27.09%,23.08%
1103,(株)ルックホールディングス【8029】,1459,826,516,60.08%,76.63%
2619,カナレ電気(株)【5819】,1457,1796,1597,12.46%,-18.88%
1735,共栄タンカー(株)【9130】,1456,2260,1890,19.58%,-35.58%
1927,(株)エスライン【9078】,1455,1426,1503,-5.12%,2.03%
2183,(株)守谷商会【1798】,1455,1587,1196,32.69%,-8.32%
2106,佐田建設(株)【1826】,1450,1097,1222,-10.23%,32.18%
2361,(株)サトー商会【9996】,1450,1373,1222,12.36%,5.61%
3284,(株)プロシップ【3763】,1441,1544,1245,24.02%,-6.67%
2712,(株)明光ネットワークジャパン【4668】,1441,2615,2175,20.23%,-44.89%
2422,東京ラヂエーター製造(株)【7235】,1438,1967,1970,-0.15%,-26.89%
1912,(株)ＣＩＪ【4826】,1436,1201,1409,-14.76%,19.57%
2946,(株)ＡＣＫグループ【2498】,1434,1285,1076,19.42%,11.60%
2161,(株)佐藤渡辺【1807】,1434,2323,2444,-4.95%,-38.27%
1882,(株)キング【8118】,1433,798,666,19.82%,79.57%
1796,シグマ光機(株)【7713】,1433,912,790,15.44%,57.13%
1662,(株)エクセル【7591】,1433,1760,3054,-42.37%,-18.58%
676,(株)宮崎太陽銀行【8560】,1431,2575,2466,4.42%,-44.43%
1205,ケイヒン(株)【9312】,1430,996,1464,-31.97%,43.57%
1356,日水製薬(株)【4550】,1427,1697,,#DIV/0!,-15.91%
3079,アズマハウス(株)【3293】,1425,,,#DIV/0!,#DIV/0!
2116,小倉クラッチ(株)【6408】,1422,972,1043,-6.81%,46.30%
2448,遠州トラック(株)【9057】,1422,1168,944,23.73%,21.75%
2526,サコス(株)【9641】,1422,1639,1563,4.86%,-13.24%
3553,(株)船場【6540】,1422,1715,2040,-15.93%,-17.08%
1480,生化学工業(株)【4548】,1421,1282,2144,-40.21%,10.84%
2644,日本精鉱(株)【5729】,1420,966,532,81.58%,47.00%
1999,北海道中央バス(株)【9085】,1415,1858,1730,7.40%,-23.84%
2868,竹本容器(株)【4248】,1412,1259,1250,0.72%,12.15%
3349,(株)日本創発グループ【7814】,1410,870,537,62.01%,62.07%
2856,ミタチ産業(株)【3321】,1407,693,616,12.50%,103.03%
1865,東都水産(株)【8038】,1407,1345,1408,-4.47%,4.61%
2760,(株)メディカル一光【3353】,1405,1200,1426,-15.85%,17.08%
2342,はごろもフーズ(株)【2831】,1405,2850,2722,4.70%,-50.70%
2018,(株)エージーピー【9377】,1403,1115,887,25.70%,25.83%
2694,日本フェンオール(株)【6870】,1403,1502,1763,-14.80%,-6.59%
3255,(株)オーエムツーネットワーク【7614】,1397,1606,1940,-17.22%,-13.01%
3036,昭和パックス(株)【3954】,1393,1195,1098,8.83%,16.57%
1954,ムトー精工(株)【7927】,1383,553,-472,217.16%,150.09%
3158,Ｈａｍｅｅ(株)【3134】,1379,1106,450,145.78%,24.68%
1359,ニチモウ(株)【8091】,1374,2425,1676,44.69%,-43.34%
3017,(株)シイエム・シイ【2185】,1372,1371,1859,-26.25%,0.07%
1939,日本金銭機械(株)【6418】,1372,1752,1497,17.03%,-21.69%
983,戸田工業(株)【4100】,1370,-151,1051,-114.37%,1007.28%
2328,日東ベスト(株)【2877】,1370,1550,1214,27.68%,-11.61%
2553,日本精蝋(株)【5010】,1367,846,-653,229.56%,61.58%
2409,ロードスターキャピタル(株)【3482】,1364,750,728,3.02%,81.87%
2936,清和中央ホールディングス(株)【7531】,1363,931,825,12.85%,46.40%
2776,田辺工業(株)【1828】,1363,1746,1575,10.86%,-21.94%
1951,フクビ化学工業(株)【7871】,1361,1347,1311,2.75%,1.04%
2339,(株)ＫＳＫ【9687】,1355,1248,1125,10.93%,8.57%
976,(株)ランド【8918】,1352,828,-480,272.50%,63.29%
2481,アクリーティブ(株)【8423】,1352,1704,1845,-7.64%,-20.66%
3062,ジャパンエレベーターサービスホールディングス(株)【6544】,1351,611,729,-16.19%,121.11%
2764,(株)フルスピード【2159】,1347,850,955,-10.99%,58.47%
2410,(株)ユニリタ【3800】,1347,1455,1531,-4.96%,-7.42%
2203,アジア航測(株)【9233】,1345,1208,1369,-11.76%,11.34%
3092,(株)ＷＤＩ【3068】,1339,1476,1514,-2.51%,-9.28%
1908,(株)ダイセキ環境ソリューション【1712】,1339,1508,2516,-40.06%,-11.21%
1430,小池酸素工業(株)【6137】,1338,1520,2254,-32.56%,-11.97%
1855,(株)白洋舍【9731】,1336,1414,1353,4.51%,-5.52%
2038,虹技(株)【5603】,1335,1727,1467,17.72%,-22.70%
2611,中本パックス(株)【7811】,1331,1311,1100,19.18%,1.53%
960,日産車体(株)【7222】,1330,12195,11487,6.16%,-89.09%
2178,(株)共和電業【6853】,1328,1313,1911,-31.29%,1.14%
1211,(株)リーガルコーポレーション【7938】,1326,1451,1990,-27.09%,-8.61%
1254,(株)寺岡製作所【4987】,1319,1038,1143,-9.19%,27.07%
1003,東京計器(株)【7721】,1319,1121,1889,-40.66%,17.66%
2397,(株)トラスト【3347】,1318,1453,1637,-11.24%,-9.29%
1874,(株)アバールデータ【6918】,1309,906,630,43.81%,44.48%
3282,(株)コア【2359】,1304,1158,754,53.58%,12.61%
1382,(株)チノー【6850】,1303,566,624,-9.29%,130.21%
2240,(株)ＪＰホールディングス【2749】,1303,1168,1732,-32.56%,11.56%
1133,(株)スクロール【8005】,1303,1242,1774,-29.99%,4.91%
2477,(株)電算システム【3630】,1297,1125,1042,7.97%,15.29%
2066,(株)なとり【2922】,1296,1993,2217,-10.10%,-34.97%
2222,(株)カーメイト【7297】,1294,457,412,10.92%,183.15%
2307,大同信号(株)【6743】,1294,1203,1817,-33.79%,7.56%
3201,ｎｍｓホールディングス(株)【2162】,1292,974,1940,-49.79%,32.65%
1976,(株)メタルアート【5644】,1292,1089,251,333.86%,18.64%
606,日本山村硝子(株)【5210】,1284,1433,1246,15.01%,-10.40%
2462,(株)小田原エンジニアリング【6149】,1280,914,642,42.37%,40.04%
1235,北陸電気工業(株)【6989】,1278,297,883,-66.36%,330.30%
1408,(株)東陽テクニカ【8151】,1278,1316,1259,4.53%,-2.89%
3320,(株)パピレス【3641】,1278,1657,1019,62.61%,-22.87%
3169,コーア商事ホールディングス(株)【9273】,1274,1614,1751,-7.82%,-21.07%
3467,(株)石井表記【6336】,1271,593,739,-19.76%,114.33%
2554,(株)コンテック【6639】,1266,1042,684,52.34%,21.50%
2855,知多鋼業(株)【5993】,1266,1330,1146,16.06%,-4.81%
3584,(株)ウイルプラスホールディングス【3538】,1261,1209,886,36.46%,4.30%
2490,天昇電気工業(株)【6776】,1261,1279,709,80.39%,-1.41%
3080,(株)ヴィンクス【3784】,1261,1309,1443,-9.29%,-3.67%
2246,(株)酉島製作所【6363】,1257,1462,373,291.96%,-14.02%
1492,ソーダニッカ(株)【8158】,1255,1074,1291,-16.81%,16.85%
3085,(株)インフォメーション・ディベロプメント【4709】,1254,1105,970,13.92%,13.48%
3125,(株)エスティック【6161】,1253,915,641,42.75%,36.94%
1981,常磐興産(株)【9675】,1252,1101,1822,-39.57%,13.71%
3290,(株)星医療酸器【7634】,1249,1219,1213,0.49%,2.46%
2202,(株)ハードオフコーポレーション【2674】,1249,1450,2046,-29.13%,-13.86%
2142,(株)ビケンテクノ【9791】,1248,1221,1814,-32.69%,2.21%
608,(株)サニックス【4651】,1246,1036,-2229,146.48%,20.27%
767,イノテック(株)【9880】,1244,999,1012,-1.28%,24.52%
3377,(株)ラクス【3923】,1241,975,784,24.36%,27.28%
1928,野村マイクロ・サイエンス(株)【6254】,1240,769,316,143.35%,61.25%
3170,(株)ＮＪＳ【2325】,1239,774,1876,-58.74%,60.08%
2535,鈴茂器工(株)【6405】,1238,1410,1272,10.85%,-12.20%
1200,日本アジア投資(株)【8518】,1237,739,-123,700.81%,67.39%
2150,ソースネクスト(株)【4344】,1237,1573,1445,8.86%,-21.36%
3063,(株)カワニシホールディングス【2689】,1230,1044,543,92.27%,17.82%
2814,ジューテックホールディングス(株)【3157】,1230,1183,1091,8.43%,3.97%
1513,(株)高田工業所【1966】,1226,1735,1330,30.45%,-29.34%
1392,片倉コープアグリ(株)【4031】,1225,604,1015,-40.49%,102.81%
1296,ぴあ(株)【4337】,1225,1789,1527,17.16%,-31.53%
2887,(株)ヤガミ【7488】,1224,1092,1166,-6.35%,12.09%
2209,日本石油輸送(株)【9074】,1224,1150,994,15.69%,6.43%
1260,(株)指月電機製作所【6994】,1219,1456,2125,-31.48%,-16.28%
2693,(株)オウケイウェイヴ【3808】,1216,167,155,7.74%,628.14%
3495,(株)ウッドフレンズ【8886】,1216,1048,664,57.83%,16.03%
1725,(株)ヤマウラ【1780】,1215,1634,1098,48.82%,-25.64%
2336,(株)ゴルフダイジェスト・オンライン【3319】,1214,1073,828,29.59%,13.14%
1470,(株)エー・ディー・ワークス【3250】,1212,1040,867,19.95%,16.54%
3365,(株)オプティマスグループ【9268】,1210,1576,2423,-34.96%,-23.22%
2345,シンデン・ハイテックス(株)【3131】,1207,838,366,128.96%,44.03%
1814,(株)ヒマラヤ【7514】,1203,1130,983,14.95%,6.46%
1116,(株)ライトオン【7445】,1202,,,#DIV/0!,#DIV/0!
2589,内外テック(株)【3374】,1202,874,614,42.35%,37.53%
580,三協立山(株)【5932】,1201,6713,6251,7.39%,-82.11%
3101,(株)ＳＨＩＦＴ【3697】,1200,391,517,-24.37%,206.91%
2877,プラマテルズ(株)【2714】,1200,791,883,-10.42%,51.71%
2562,(株)あじかん【2907】,1200,1629,461,253.36%,-26.34%
1959,(株)サンエー化研【4234】,1199,1394,1168,19.35%,-13.99%
1935,オカダアイヨン(株)【6294】,1195,1106,760,45.53%,8.05%
121,パイオニア(株)【6773】,1194,4167,7304,-42.95%,-71.35%
3004,ダイコク電機(株)【6430】,1192,1048,-894,217.23%,13.74%
1933,(株)ウチヤマホールディングス【6059】,1191,777,128,507.03%,53.28%
2531,(株)ティア【2485】,1190,,,#DIV/0!,#DIV/0!
1532,(株)丸運【9067】,1184,880,970,-9.28%,34.55%
1117,中外炉工業(株)【1964】,1181,774,677,14.33%,52.58%
2519,ファーマライズホールディングス(株)【2796】,1179,442,813,-45.63%,166.74%
1515,丸藤シートパイル(株)【8046】,1174,1055,720,46.53%,11.28%
2008,蔵王産業(株)【9986】,1173,1073,1029,4.28%,9.32%
2980,(株)グリーンクロス【7533】,1173,1165,991,17.56%,0.69%
748,シダックス(株)【4837】,1169,1269,-771,264.59%,-7.88%
2064,石原ケミカル(株)【4462】,1160,747,,#DIV/0!,55.29%
2933,(株)エストラスト【3280】,1160,1076,1115,-3.50%,7.81%
1929,(株)ビジネスブレイン太田昭和【9658】,1159,817,891,-8.31%,41.86%
2907,サンコーテクノ(株)【3435】,1159,1124,1338,-15.99%,3.11%
3370,アプライド(株)【3020】,1159,1261,931,35.45%,-8.09%
1860,(株)ヤマザワ【9993】,1159,1551,1817,-14.64%,-25.27%
3259,ＩＭＶ(株)【7760】,1158,1080,1377,-21.57%,7.22%
1664,東海エレクトロニクス(株)【8071】,1156,1005,916,9.72%,15.02%
2865,(株)アイ・アールジャパンホールディングス【6035】,1156,1009,780,29.36%,14.57%
3025,(株)オープンドア【3926】,1155,999,849,17.67%,15.62%
3122,(株)キャリアデザインセンター【2410】,1153,1005,628,60.03%,14.73%
1635,いであ(株)【9768】,1151,1124,1692,-33.57%,2.40%
562,日本高周波鋼業(株)【5476】,1148,671,1331,-49.59%,71.09%
2755,(株)エフアンドエム【4771】,1148,1223,1031,18.62%,-6.13%
763,(株)井筒屋【8260】,1147,1393,1993,-30.11%,-17.66%
2060,(株)ダイキアクシス【4245】,1143,931,946,-1.59%,22.77%
3084,ハビックス(株)【3895】,1143,1440,640,125.00%,-20.63%
2840,(株)要興業【6566】,1142,1034,1170,-11.62%,10.44%
1718,ダイトーケミックス(株)【4366】,1142,1156,510,126.67%,-1.21%
3374,(株)ＡＭＢＩＴＩＯＮ【3300】,1141,291,199,46.23%,292.10%
828,アライドテレシスホールディングス(株)【6835】,1140,572,-2527,122.64%,99.30%
1669,セメダイン(株)【4999】,1140,723,794,-8.94%,57.68%
1990,南海プライウッド(株)【7887】,1137,680,-12,5766.67%,67.21%
2835,テクノクオーツ(株)【5217】,1131,723,181,299.45%,56.43%
2928,(株)ピックルスコーポレーション【2925】,1131,780,931,-16.22%,45.00%
1620,(株)フェイス【4295】,1130,1757,1534,14.54%,-35.69%
876,ミヨシ油脂(株)【4404】,1128,1274,561,127.09%,-11.46%
504,(株)不二家【2211】,1128,2514,1480,69.86%,-55.13%
3065,ＴＯＮＥ(株)【5967】,1127,1399,983,42.32%,-19.44%
2711,(株)カワタ【6292】,1124,518,739,-29.91%,116.99%
2656,セントラル総合開発(株)【3238】,1114,798,772,3.37%,39.60%
2715,(株)早稲田アカデミー【4718】,1112,1068,1018,4.91%,4.12%
2031,タカノ(株)【7885】,1111,1095,979,11.85%,1.46%
1896,ダイベア(株)【6478】,1110,789,518,52.32%,40.68%
2970,日本ドライケミカル(株)【1909】,1109,1268,1865,-32.01%,-12.54%
3232,(株)グローバル・リンク・マネジメント【3486】,1108,596,282,111.35%,85.91%
2803,(株)ミロク【7983】,1108,876,801,9.36%,26.48%
2200,(株)ホットランド【3196】,1104,1077,1523,-29.28%,2.51%
2047,(株)エヌエフ回路設計ブロック【6864】,1102,589,706,-16.57%,87.10%
1957,(株)アルデプロ【8925】,1102,820,4079,-79.90%,34.39%
2508,(株)サンテック【1960】,1102,1109,1236,-10.28%,-0.63%
2557,ミライアル(株)【4238】,1098,469,470,-0.21%,134.12%
2575,(株)ディーエムエス【9782】,1098,1217,1046,16.35%,-9.78%
1646,新田ゼラチン(株)【4977】,1095,1617,1273,27.02%,-32.28%
2578,(株)青山財産ネットワークス【8929】,1094,751,485,54.85%,45.67%
3086,(株)共和工業所【5971】,1093,669,212,215.57%,63.38%
2790,美濃窯業(株)【5356】,1085,718,303,136.96%,51.11%
3093,(株)ニイタカ【4465】,1084,1076,654,64.53%,0.74%
2516,日創プロニティ(株)【3440】,1082,915,602,51.99%,18.25%
1713,(株)ＪＦＬＡホールディングス【3069】,1080,1078,817,31.95%,0.19%
1529,(株)エナリス【6079】,1079,608,-1561,138.95%,77.47%
3254,大石産業(株)【3943】,1079,1377,1103,24.84%,-21.64%
1748,ワイエイシイホールディングス(株)【6298】,1074,1036,807,28.38%,3.67%
2704,(株)インタースペース【2122】,1073,900,348,158.62%,19.22%
1987,(株)オオバ【9765】,1073,1045,915,14.21%,2.68%
2165,ヒビノ(株)【2469】,1073,2009,4293,-53.20%,-46.59%
1892,(株)アスモ【2654】,1072,909,809,12.36%,17.93%
1232,前澤工業(株)【6489】,1070,285,873,-67.35%,275.44%
874,(株)東武ストア【8274】,1065,1321,1327,-0.45%,-19.38%
2275,英和(株)【9857】,1064,995,900,10.56%,6.93%
2762,ＧＭＯクラウド(株)【3788】,1061,845,480,76.04%,25.56%
3517,(株)クロップス【9428】,1059,1182,911,29.75%,-10.41%
3278,ヒラキ(株)【3059】,1053,813,556,46.22%,29.52%
2739,ＣＤＳ(株)【2169】,1052,1028,907,13.34%,2.33%
1867,徳倉建設(株)【1892】,1049,1148,1140,0.70%,-8.62%
1800,(株)杉村倉庫【9307】,1046,1102,1250,-11.84%,-5.08%
2028,(株)マネーパートナーズグループ【8732】,1046,1173,1525,-23.08%,-10.83%
1540,(株)アイロムグループ【2372】,1044,212,-480,144.17%,392.45%
1712,(株)アドバンスクリエイト【8798】,1043,954,1153,-17.26%,9.33%
2404,(株)ＰＡＬＴＥＫ【7587】,1037,515,1361,-62.16%,101.36%
1323,シノブフーズ(株)【2903】,1032,978,1236,-20.87%,5.52%
3028,(株)トライステージ【2178】,1032,1394,898,55.23%,-25.97%
1248,ソマール(株)【8152】,1027,580,831,-30.20%,77.07%
1753,北川工業(株)【6896】,1026,777,328,136.89%,32.05%
2359,(株)ＡＦＣ−ＨＤアムスライフサイエンス【2927】,1023,1069,890,20.11%,-4.30%
1144,ＳＥＣカーボン(株)【5304】,1021,-2370,-425,-457.65%,143.08%
1843,(株)シグマクシス【6088】,1021,759,573,32.46%,34.52%
2233,ケル(株)【6919】,1019,843,789,6.84%,20.88%
3076,(株)グリムス【3150】,1018,752,575,30.78%,35.37%
1456,三菱化工機(株)【6331】,1018,1294,1782,-27.38%,-21.33%
2740,一正蒲鉾(株)【2904】,1018,1331,798,66.79%,-23.52%
2706,札幌臨床検査センター(株)【9776】,1016,771,974,-20.84%,31.78%
1568,林兼産業(株)【2286】,1014,1138,819,38.95%,-10.90%
1557,帝国通信工業(株)【6763】,1013,789,697,13.20%,28.39%
1569,東陽倉庫(株)【9306】,1013,877,716,22.49%,15.51%
2079,水道機工(株)【6403】,1013,1206,1218,-0.99%,-16.00%
3060,(株)インターアクション【7725】,1006,435,467,-6.85%,131.26%
2713,(株)ライドオンエクスプレスホールディングス【6082】,1003,1110,1213,-8.49%,-9.64%
2311,(株)エンビプロ・ホールディングス【5698】,1002,796,731,8.89%,25.88%
1834,テクノホライゾン・ホールディングス(株)【6629】,1000,475,-39,1317.95%,110.53%
3135,(株)カネミツ【7208】,1000,1007,681,47.87%,-0.70%
2382,日東製網(株)【3524】,997,816,1155,-29.35%,22.18%
