id,coding,industry,d2018,d2017,d2016
1761,(株)ハピネット【7552】,4806,3698,3450,小売業
1762,(株)テクノ菱和【1965】,3242,4421,3440,小売業
1763,ラクオリア創薬(株)【4579】,-150,,,金属製品
1764,(株)中央倉庫【9319】,1616,1583,1543,機械
1765,(株)アカツキ【3932】,10534,4751,2146,ガラス・土石製品
1766,(株)銀座山形屋【8215】,153,228,231,陸運業
1767,大同工業(株)【6373】,2912,2578,2835,卸売業
1768,イーサポートリンク(株)【2493】,186,379,560,卸売業
1769,(株)東京衡機【7719】,-306,13,3,卸売業
1770,小林産業(株)【8077】,455,333,399,医薬品
1771,(株)物語コーポレーション【3097】,3355,2579,2426,機械
1772,大井電気(株)【6822】,60,270,2239,卸売業
1773,第一商品(株)【8746】,,,,鉄鋼
1774,福留ハム(株)【2291】,195,357,607,精密機器
1775,日本フイルコン(株)【5942】,1772,1895,1383,小売業
1776,燦キャピタルマネージメント(株)【2134】,189,-249,-94,卸売業
1777,イマジニア(株)【4644】,635,602,848,卸売業
1778,(株)リログループ【8876】,15359,13264,10840,倉庫・運輸関連業
1779,コンドーテック(株)【7438】,3537,3516,3441,卸売業
1780,エスケー化研(株)【4628】,11399,12541,11939,小売業
1781,(株)アダストリア【2685】,5005,14916,16004,食料品
1782,(株)マミーマート【9823】,2768,2938,2545,卸売業
1783,トーカロ(株)【3433】,7110,5645,4805,小売業
1784,西部電機(株)【6144】,2141,1527,1257,サービス業
1785,(株)ヨータイ【5357】,3559,1913,1309,精密機器
1786,(株)丸和運輸機関【9090】,4506,4401,3879,卸売業
1787,丸紅建材リース(株)【9763】,757,815,859,卸売業
1788,西本Ｗｉｓｍｅｔｔａｃホールディングス(株)【9260】,6324,7329,7999,パルプ・紙
1789,(株)電響社【8144】,-83,308,292,卸売業
1790,(株)免疫生物研究所【4570】,-48,-1156,-75,金属製品
1791,平田機工(株)【6258】,9371,8247,2924,不動産業
1792,大都魚類(株)【8044】,554,425,718,小売業
1793,日本鋳造(株)【5609】,762,-313,213,輸送用機器
1794,シグマ光機(株)【7713】,1433,912,790,食料品
1795,(株)ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ【7638】,814,1605,1777,情報・通信
1796,佐鳥電機(株)【7420】,398,706,604,非鉄金属
1797,イワキ(株)【8095】,1571,977,559,サービス業
1798,(株)杉村倉庫【9307】,1046,1102,1250,情報・通信
1799,杉本商事(株)【9932】,2461,1950,1843,倉庫・運輸関連業
1800,大黒屋ホールディングス(株)【6993】,699,493,1755,小売業
1801,井村屋グループ(株)【2209】,1490,1232,742,倉庫・運輸関連業
1802,泉州電業(株)【9824】,3202,2802,2345,機械
1803,(株)東天紅【8181】,,,,情報・通信
1804,燦ホールディングス(株)【9628】,2658,2019,1739,化学
1805,理研計器(株)【7734】,4415,4000,3615,電気機器
1806,(株)ＪＡＬＵＸ【2729】,4709,4056,3789,サービス業
1807,(株)たけびし【7510】,3349,2540,2206,機械
1808,ザ・パック(株)【3950】,7273,6484,6232,サービス業
1809,サンワテクノス(株)【8137】,4135,3014,2444,鉱業
1810,日本パワーファスニング(株)【5950】,100,140,-500,食料品
1811,(株)ムゲンエステート【3299】,7122,6310,6123,電気機器
1812,(株)ヒマラヤ【7514】,1203,1130,983,卸売業
1813,サノヤスホールディングス(株)【7022】,-3160,904,2121,サービス業
1814,理研ビタミン(株)【4526】,6264,7061,6029,情報・通信
1815,(株)ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ【3993】,596,395,,卸売業
1816,東邦金属(株)【5781】,,,,小売業
1817,(株)イチネンホールディングス【9619】,5918,5681,5515,卸売業
1818,(株)じげん【3679】,3322,2483,1609,サービス業
1819,丸八倉庫(株)【9313】,476,653,443,電気機器
1820,(株)西松屋チェーン【7545】,,,,小売業
1821,(株)サンリツ【9366】,817,627,769,その他製品
1822,(株)テセック【6337】,904,213,-437,ガラス・土石製品
1823,日本デコラックス(株)【7950】,,,,情報・通信
1824,(株)クレスコ【4674】,3091,2707,2484,精密機器
1825,スガイ化学工業(株)【4120】,,,,情報・通信
1826,日本タングステン(株)【6998】,755,473,678,電気機器
1827,(株)ＦＲＯＮＴＥＯ【2158】,177,-1206,69,繊維製品
1828,富士変速機(株)【6295】,,,,輸送用機器
1829,東洋機械金属(株)【6210】,2057,1823,1800,陸運業
1830,Ｍ＆Ａキャピタルパートナーズ(株)【6080】,3165,3656,,サービス業
1831,住石ホールディングス(株)【1514】,131,134,284,電気・ガス業
1832,日東富士製粉(株)【2003】,2898,2324,2046,ガラス・土石製品
1833,テクノホライゾン・ホールディングス(株)【6629】,1000,475,-39,倉庫・運輸関連業
1834,(株)福岡中央銀行【8540】,,,,小売業
1835,東京エレクトロン　デバイス(株)【2760】,2755,1665,1490,小売業
1836,日本ハウズイング(株)【4781】,5466,4767,5184,情報・通信
1837,(株)東北新社【2329】,2794,4064,4019,卸売業
1838,大木ヘルスケアホールディングス(株)【3417】,2344,1298,609,建設業
1839,４℃ホールディングス【8008】,6102,6529,6113,情報・通信
1840,(株)ホウスイ【1352】,837,799,523,卸売業
1841,(株)シグマクシス【6088】,1021,759,573,小売業
1842,ＡＳＴＩ(株)【6899】,1796,1591,894,海運業
1843,(株)あみやき亭【2753】,3028,2938,3181,小売業
1844,セブン工業(株)【7896】,,,,金属製品
1845,(株)ノザワ【5237】,2691,3316,3189,サービス業
1846,(株)ＥＭシステムズ【4820】,3063,2597,1861,その他製品
1847,岡本硝子(株)【7746】,212,147,-50,小売業
1848,パス(株)【3840】,19,-246,-545,電気機器
1849,(株)鈴木【6785】,2193,1727,1436,卸売業
1850,日本フエルト(株)【3512】,759,638,842,卸売業
1851,ダイハツディーゼル(株)【6023】,3044,3498,5493,情報・通信
1852,岡山県貨物運送(株)【9063】,1505,1585,1575,陸運業
1853,(株)白洋舍【9731】,1336,1414,1353,サービス業
1854,北陸ガス(株)【9537】,2902,1543,1998,情報・通信
1855,(株)ＴＹＫ【5363】,2631,1329,1272,繊維製品
1856,(株)大運【9363】,,,,卸売業
1857,(株)三光マーケティングフーズ【2762】,,,,化学
1858,(株)ヤマザワ【9993】,1159,1551,1817,その他製品
1859,(株)ブロードバンドタワー【3776】,-80,846,657,その他製品
1860,(株)共同紙販ホールディングス【9849】,84,76,17,小売業
1861,(株)富士ピー・エス【1848】,760,543,624,陸運業
1862,(株)インテージホールディングス【4326】,4023,4268,3883,サービス業
1863,東都水産(株)【8038】,1407,1345,1408,電気機器
1864,藤久(株)【9966】,,,,建設業
1865,徳倉建設(株)【1892】,1049,1148,1140,小売業
1866,川崎近海汽船(株)【9179】,2536,1412,3295,非鉄金属
1867,(株)ながの東急百貨店【9829】,274,-71,86,電気機器
1868,ＪＦＥコンテイナー(株)【5907】,2630,2892,2571,機械
1869,(株)歌舞伎座【9661】,493,503,421,機械
1870,(株)ブロッコリー【2706】,,,,化学
1871,(株)ワンダーコーポレーション【3344】,304,-478,-557,その他金融業
1872,(株)アバールデータ【6918】,1309,906,630,小売業
1873,ナラサキ産業(株)【8085】,2497,1767,1932,輸送用機器
1874,(株)大水【7538】,324,366,470,電気機器
1875,グリー(株)【3632】,9421,7997,14239,倉庫・運輸関連業
1876,名港海運(株)【9357】,4403,3827,3674,卸売業
1877,(株)アルプス物流【9055】,4932,5083,4857,輸送用機器
1878,(株)アルプス技研【4641】,3238,2857,2165,卸売業
1879,(株)ビジョン【9416】,1788,1290,804,建設業
1880,(株)キング【8118】,1433,798,666,情報・通信
1881,ジーエフシー(株)【7559】,827,897,862,電気・ガス業
1882,広栄化学工業(株)【4367】,,,,情報・通信
1883,ホクシン(株)【7897】,,,,食料品
1884,(株)パイロットコーポレーション【7846】,19974,21013,19313,情報・通信
1885,(株)ジーンズメイト【7448】,,,,小売業
1886,広島電鉄(株)【9033】,-225,684,2520,化学
1887,(株)ぐるなび【2440】,4742,6740,6429,サービス業
1888,千代田インテグレ(株)【6915】,2642,4167,4497,情報・通信
1889,(株)ソルコム【1987】,1827,1262,894,化学
1890,(株)アスモ【2654】,1072,909,809,機械
1891,オーナンバ(株)【5816】,480,1213,777,不動産業
1892,(株)正興電機製作所【6653】,835,866,632,サービス業
1893,(株)滝澤鉄工所【6121】,2337,1642,1726,その他製品
1894,ダイベア(株)【6478】,1110,789,518,パルプ・紙
1895,(株)ソフト９９コーポレーション【4464】,2747,2419,2250,情報・通信
1896,(株)カノークス【8076】,1787,1838,1709,保険業
1897,(株)アサックス【8772】,,,,陸運業
1898,(株)ヴィレッジヴァンガードコーポレーション【2769】,371,215,-271,機械
1899,(株)イクヨ【7273】,514,,,情報・通信
1900,中道リース(株)【8594】,,,,電気機器
1901,岡谷電機産業(株)【6926】,736,484,359,小売業
1902,東海運(株)【9380】,772,719,753,電気機器
1903,ソレキア(株)【9867】,445,258,-140,サービス業
1904,(株)ファルテック【7215】,1759,1590,3288,パルプ・紙
1905,(株)ＮａＩＴＯ【7624】,728,496,585,機械
1906,(株)ダイセキ環境ソリューション【1712】,1339,1508,2516,機械
1907,(株)ｆｏｎｆｕｎ【2323】,-19,-36,-12,卸売業
1908,(株)エフオン【9514】,3074,2572,1300,電気機器
1909,(株)御園座【9664】,,,,機械
1910,(株)ＣＩＪ【4826】,1436,1201,1409,輸送用機器
1911,(株)湖池屋【2226】,270,343,432,輸送用機器
1912,アステリア(株)【3853】,577,300,272,機械
1913,マックスバリュ東海(株)【8198】,5254,5426,4791,サービス業
1914,東邦アセチレン(株)【4093】,1810,2143,1722,金属製品
1915,セントラルスポーツ(株)【4801】,4341,4252,3516,電気機器
1916,さくらインターネット(株)【3778】,745,1018,976,化学
1917,神東塗料(株)【4615】,834,910,1014,卸売業
1918,ペガサスミシン製造(株)【6262】,2212,2798,2356,精密機器
1919,(株)インテリックス【8940】,1560,1756,1759,卸売業
1920,(株)フェニックスバイオ【6190】,-268,142,190,小売業
1921,トーイン(株)【7923】,406,-104,-171,化学
1922,ニッポン高度紙工業(株)【3891】,1698,505,96,鉄鋼
1923,(株)ジャステック【9717】,2089,1994,1593,倉庫・運輸関連業
1924,(株)ニュートン・フィナンシャル・コンサルティング【7169】,5060,4522,4041,化学
1925,(株)エスライン【9078】,1455,1426,1503,化学
1926,野村マイクロ・サイエンス(株)【6254】,1240,769,316,情報・通信
1927,(株)ビジネスブレイン太田昭和【9658】,1159,817,891,不動産業
1928,西芝電機(株)【6591】,484,1195,1091,機械
1929,(株)ジャパンミート【3539】,4449,3952,4282,化学
1930,エレコム(株)【6750】,10193,10036,8901,情報・通信
1931,(株)ウチヤマホールディングス【6059】,1191,777,128,サービス業
1932,朝日印刷(株)【3951】,2522,2484,2525,輸送用機器
1933,オカダアイヨン(株)【6294】,1195,1106,760,サービス業
1934,(株)ササクラ【6303】,-312,-165,419,食料品
1935,北恵(株)【9872】,780,632,584,金属製品
1936,松尾電機(株)【6969】,143,-322,-310,ゴム製品
1937,日本金銭機械(株)【6418】,1372,1752,1497,化学
1938,(株)ジャパンエンジンコーポレーション【6016】,,,,倉庫・運輸関連業
1939,(株)ミクニ【7247】,4117,3453,3094,パルプ・紙
1940,浜井産業(株)【6131】,218,-410,-406,化学
1941,(株)ルネサンス【2378】,4062,3682,3186,ガラス・土石製品
1942,(株)ファインシンター【5994】,1796,2246,2244,不動産業
1943,菊水電子工業(株)【6912】,481,490,617,ガラス・土石製品
1944,(株)パーカーコーポレーション【9845】,3604,3958,2813,電気機器
1945,ダイトロン(株)【7609】,2522,1910,1542,卸売業
1946,(株)オーバル【7727】,253,384,640,鉄鋼
1947,(株)ヨンキュウ【9955】,1757,1534,1506,卸売業
1948,(株)ブロンコビリー【3091】,,,,金属製品
1949,フクビ化学工業(株)【7871】,1361,1347,1311,輸送用機器
1950,朝日工業(株)【5456】,-64,1200,1915,その他製品
1951,アサガミ(株)【9311】,1937,2102,1679,サービス業
1952,ムトー精工(株)【7927】,1383,553,-472,サービス業
1953,ウェーブロックホールディングス(株)【7940】,1834,1359,740,電気機器
1954,(株)Ｊストリーム【4308】,357,333,305,陸運業
1955,(株)アルデプロ【8925】,1102,820,4079,その他製品
1956,(株)昭和真空【6384】,1814,938,1201,食料品
1957,(株)サンエー化研【4234】,1199,1394,1168,機械
1958,(株)モブキャストホールディングス【3664】,-1218,-222,-445,サービス業
1959,(株)エス・エム・エス【2175】,4021,3646,2756,小売業
1960,盟和産業(株)【7284】,318,143,104,電気機器
1961,(株)ベクトル【6058】,3026,2206,1618,その他製品
1962,かどや製油(株)【2612】,5063,,,サービス業
1963,アルメタックス(株)【5928】,,,,サービス業
1964,(株)ニチリン【5184】,8516,6618,5764,卸売業
1965,ケミプロ化成(株)【4960】,,,,情報・通信
1966,(株)宇徳【9358】,3215,2912,2948,倉庫・運輸関連業
1967,古林紙工(株)【3944】,630,567,502,卸売業
1968,多木化学(株)【4025】,2547,1577,1858,不動産業
1969,三谷セキサン(株)【5273】,6992,5112,5546,化学
1970,(株)シーアールイー【3458】,3186,5188,4386,化学
1971,(株)鶴弥【5386】,,,,石油・石炭製品
1972,(株)芝浦電子【6957】,3045,2394,1663,小売業
1973,シークス(株)【7613】,9705,9134,8913,情報・通信
1974,(株)メタルアート【5644】,1292,1089,251,サービス業
1975,エレマテック(株)【2715】,6480,5406,6868,サービス業
1976,兼房(株)【5984】,1742,1465,1420,化学
1977,(株)安永【7271】,1819,1469,373,機械
1978,(株)ノダ【7879】,4474,3569,1109,不動産業
1979,常磐興産(株)【9675】,1252,1101,1822,卸売業
1980,(株)ナガセ【9733】,5156,5648,6514,卸売業
1981,ヘリオス　テクノ　ホールディング(株)【6927】,3039,1386,1182,サービス業
1982,タカセ(株)【9087】,99,-115,25,小売業
1983,(株)サマンサタバサジャパンリミテッド【7829】,-1653,52,2108,電気機器
1984,(株)ＡＦＣ−ＨＤアムスライフサイエンス【2927】,1023,1069,890,卸売業
1985,(株)ＮＦＫホールディングス【6494】,-7,-139,-143,情報・通信
1986,(株)オオバ【9765】,1073,1045,915,その他製品
1987,(株)フジオフードシステム【2752】,2605,2410,2363,倉庫・運輸関連業
1988,(株)かわでん【6648】,,,,サービス業
1989,南海プライウッド(株)【7887】,1137,680,-12,卸売業
1990,(株)セプテーニ・ホールディングス【4293】,976,2247,3730,小売業
1991,モーニングスター(株)【4765】,1638,1560,1406,情報・通信
1992,日本ライフライン(株)【7575】,10671,7685,3700,食料品
1993,(株)ソフィアホールディングス【6942】,237,169,-161,ガラス・土石製品
1994,川西倉庫(株)【9322】,586,531,430,金属製品
1995,平和紙業(株)【9929】,210,199,319,建設業
1996,ＪＡＬＣＯホールディングス(株)【6625】,165,115,133,証券業
1997,(株)タカギセイコー【4242】,2540,2605,843,ガラス・土石製品
1998,北海道中央バス(株)【9085】,1415,1858,1730,電気機器
1999,カーリットホールディングス(株)【4275】,2028,1351,1250,その他製品
2000,(株)ＭＯＲＥＳＣＯ【5018】,2330,2374,2125,電気機器
2001,(株)メディカルシステムネットワーク【4350】,3163,2113,3783,証券業
2002,(株)クラウドワークス【3900】,23,-335,-593,食料品
2003,(株)秀英予備校【4678】,119,265,267,小売業
2004,テラ(株)【2191】,-245,-621,-601,小売業
2005,(株)Ｔ＆Ｋ　ＴＯＫＡ【4636】,1911,2427,2586,小売業
2006,フリージア・マクロス(株)【6343】,668,594,1058,鉄鋼
2007,グランディハウス(株)【8999】,2695,2715,2768,建設業
2008,蔵王産業(株)【9986】,1173,1073,1029,建設業
2009,ラサ商事(株)【3023】,1863,1459,1421,サービス業
2010,(株)コシダカホールディングス【2157】,7858,6146,4810,小売業
2011,名鉄運輸(株)【9077】,4485,4830,4002,化学
2012,(株)あさひ【3333】,,,,化学
2013,コーセル(株)【6905】,4704,3490,2305,化学
2014,(株)トーメンデバイス【2737】,2598,1252,1907,機械
2015,(株)さくらケーシーエス【4761】,232,417,389,電気機器
2016,宝印刷(株)【7921】,1534,1476,1570,その他製品
2017,伊勢湾海運(株)【9359】,2233,1625,1996,小売業
2018,(株)エージーピー【9377】,1403,1115,887,証券業
2019,(株)東京ドーム【9681】,11389,12589,12737,不動産業
2020,築地魚市場(株)【8039】,-235,-51,242,不動産業
2021,(株)文教堂グループホールディングス【9978】,-545,89,-85,サービス業
2022,(株)テクノマセマティカル【3787】,,,,機械
2023,(株)ファーマフーズ【2929】,296,89,-46,卸売業
2024,Ｍｉｐｏｘ(株)【5381】,386,223,508,電気・ガス業
2025,第一交通産業(株)【9035】,6629,7227,8569,機械
2026,東洋シヤッター(株)【5936】,578,756,1166,サービス業
2027,(株)ウエストホールディングス【1407】,4974,2679,4968,化学
2028,(株)マネーパートナーズグループ【8732】,1046,1173,1525,不動産業
2029,日本興業(株)【5279】,226,279,293,建設業
2030,原田工業(株)【6904】,2253,2778,1078,卸売業
2031,タカノ(株)【7885】,1111,1095,979,化学
2032,リオン(株)【6823】,2572,1867,2268,その他製品
2033,アストマックス(株)【7162】,166,209,288,食料品
2034,日和産業(株)【2055】,761,693,757,不動産業
2035,(株)トップカルチャー【7640】,307,744,816,その他製品
2036,(株)くらコーポレーション【2695】,6341,6527,5876,建設業
2037,カネ美食品(株)【2669】,,,,鉄鋼
2038,虹技(株)【5603】,1335,1727,1467,卸売業
2039,南海辰村建設(株)【1850】,2288,2892,1909,小売業
2040,世紀東急工業(株)【1898】,6235,6412,6291,電気機器
2041,Ｅ・Ｊホールディングス(株)【2153】,1594,1274,1250,情報・通信
2042,ダイユー・リックホールディングス(株)【3546】,1702,1726,,電気機器
2043,フジプレアム(株)【4237】,401,660,703,サービス業
2044,(株)ミルボン【4919】,5345,5113,4727,精密機器
2045,星光ＰＭＣ(株)【4963】,2220,2301,1318,倉庫・運輸関連業
2046,(株)石川製作所【6208】,361,152,88,機械
2047,(株)エヌエフ回路設計ブロック【6864】,1102,589,706,食料品
2048,(株)アーク【7873】,1720,1838,2478,小売業
2049,(株)タカキュー【8166】,,,,卸売業
2050,(株)小林洋行【8742】,-344,-210,-153,証券業
2051,(株)ＲＩＳＥ【8836】,-138,-162,123,繊維製品
2052,リベレステ(株)【8887】,,,,その他製品
2053,(株)ウィルグループ【6089】,2417,1963,1429,小売業
2054,(株)宮入バルブ製作所【6495】,,,,不動産業
2055,(株)マルタイ【2919】,,,,情報・通信
2056,エコートレーディング(株)【7427】,221,283,-331,小売業
2057,(株)レノバ【9519】,3679,2794,2105,非鉄金属
2058,(株)ユーシン精機【6482】,2358,2112,3086,電気機器
2059,日総工産(株)【6569】,1800,860,999,卸売業
2060,(株)ダイキアクシス【4245】,1143,931,946,食料品
2061,日本エスリード(株)【8877】,6752,5131,3453,サービス業
2062,三晃金属工業(株)【1972】,,2569,3087,情報・通信
2063,神栄(株)【3004】,804,1030,337,ゴム製品
2064,石原ケミカル(株)【4462】,1160,747,,小売業
2065,(株)キングジム【7962】,1912,1641,1238,卸売業
2066,(株)なとり【2922】,1296,1993,2217,食料品
2067,(株)プレサンスコーポレーション【3254】,20362,15645,14057,機械
2068,菊水化学工業(株)【7953】,124,213,572,金属製品
2069,富士古河Ｅ＆Ｃ(株)【1775】,4311,4670,3692,建設業
2070,北越メタル(株)【5446】,-28,462,1042,機械
2071,大興電子通信(株)【8023】,565,484,440,機械
2072,(株)ＭｏｎｏｔａＲＯ【3064】,11837,9493,7087,建設業
2073,トミタ電機(株)【6898】,20,-87,-216,サービス業
2074,(株)両毛システムズ【9691】,653,621,587,卸売業
2075,デンヨー(株)【6517】,3902,4247,4097,機械
2076,神戸天然物化学(株)【6568】,,,297,機械
2077,クボテック(株)【7709】,195,26,-134,情報・通信
2078,(株)リンコーコーポレーション【9355】,455,468,566,小売業
2079,水道機工(株)【6403】,1013,1206,1218,精密機器
2080,亀田製菓(株)【2220】,5007,5618,4579,情報・通信
2081,(株)さいか屋【8254】,-13,-105,394,食料品
2082,クロスプラス(株)【3320】,385,868,228,機械
2083,フューチャーベンチャーキャピタル(株)【8462】,-62,-650,81,卸売業
2084,オーベクス(株)【3583】,286,498,757,鉄鋼
2085,竹田印刷(株)【7875】,767,744,743,情報・通信
2086,アークランドサービスホールディングス(株)【3085】,3762,3350,2923,機械
2087,(株)ＡＳＩＡＮ　ＳＴＡＲ【8946】,52,6,58,その他製品
2088,ラクスル(株)【4384】,,,,倉庫・運輸関連業
2089,(株)カンセキ【9903】,959,841,1018,金属製品
2090,東京特殊電線(株)【5807】,2615,2019,1512,機械
2091,ＯＢＡＲＡ　ＧＲＯＵＰ(株)【6877】,9319,9017,9745,電気機器
2092,ナガイレーベン(株)【7447】,5264,5242,4950,精密機器
2093,ダイドーグループホールディングス(株)【2590】,4891,3857,4988,小売業
2094,(株)グリーンズ【6547】,1908,2287,2278,サービス業
2095,(株)スペースシャワーネットワーク【4838】,589,588,118,機械
2096,日東化工(株)【5104】,,,,その他製品
2097,(株)文溪堂【9471】,752,593,538,卸売業
2098,(株)ホットマン【3190】,,,225,情報・通信
2099,ムラキ(株)【7477】,27,-148,19,情報・通信
2100,(株)大冷【2883】,,,,卸売業
2101,(株)ヨシタケ【6488】,693,637,484,繊維製品
2102,(株)スーパーツール【5990】,753,787,914,サービス業
2103,(株)日本アクア【1429】,,,,電気機器
2104,(株)石井鐵工所【6362】,429,341,243,化学
2105,(株)瑞光【6279】,673,2103,3654,建設業
2106,佐田建設(株)【1826】,1450,1097,1222,化学
2107,(株)スタジオアリス【2305】,3850,5452,5336,サービス業
2108,藤井産業(株)【9906】,2659,2588,3179,小売業
2109,黒田精工(株)【7726】,522,113,90,海運業
2110,タケダ機械(株)【6150】,651,619,579,化学
2111,(株)アルゴグラフィックス【7595】,3752,3110,2462,小売業
2112,(株)フェリシモ【3396】,859,-499,275,その他製品
2113,日本精密(株)【7771】,37,-357,281,サービス業
2114,(株)アプリックス【3727】,-405,-929,-2406,情報・通信
2115,オーケー食品工業(株)【2905】,89,,,卸売業
2116,小倉クラッチ(株)【6408】,1422,972,1043,陸運業
2117,東テク(株)【9960】,4479,3792,3443,サービス業
2118,日本鋳鉄管(株)【5612】,63,575,624,不動産業
2119,(株)ビーグリー【3981】,,,,金属製品
2120,日東工器(株)【6151】,5456,4514,5078,化学
2121,三光産業(株)【7922】,187,-129,-241,サービス業
2122,伏木海陸運送(株)【9361】,735,769,564,化学
2123,モリテック　スチール(株)【5986】,950,692,397,輸送用機器
2124,(株)ヒラノテクシード【6245】,2924,3021,1950,ガラス・土石製品
2125,東亜ディーケーケー(株)【6848】,1704,1365,1367,建設業
2126,(株)シード【7743】,2106,1518,895,食料品
2127,(株)ライフフーズ【3065】,,,,情報・通信
2128,(株)総医研ホールディングス【2385】,325,264,182,サービス業
2129,高松機械工業(株)【6155】,1599,938,1741,電気機器
2130,(株)リヒトラブ【7975】,673,379,-65,サービス業
2131,(株)オーハシテクニカ【7628】,4219,3807,4507,食料品
2132,(株)プロトコーポレーション【4298】,3674,2795,4071,電気機器
2133,テックファームホールディングス(株)【3625】,552,165,26,小売業
2134,カネソウ(株)【5979】,,,,機械
2135,スズデン(株)【7480】,1735,1013,997,情報・通信
2136,片倉工業(株)【3001】,1901,1486,-190,サービス業
2137,(株)ビジネス・ブレークスルー【2464】,431,337,332,小売業
2138,ヤーマン(株)【6630】,5385,3503,1028,サービス業
2139,共和レザー(株)【3553】,3247,3770,3636,不動産業
2140,ルーデン・ホールディングス(株)【1400】,-51,50,46,電気機器
2141,アグロ　カネショウ(株)【4955】,2096,2063,2421,証券業
2142,(株)ビケンテクノ【9791】,1248,1221,1814,卸売業
2143,丸東産業(株)【7894】,878,842,541,繊維製品
2144,(株)コメ兵【2780】,1625,832,2789,卸売業
2145,明治海運(株)【9115】,5591,5865,4438,建設業
2146,ヤスハラケミカル(株)【4957】,,,,建設業
2147,(株)Ｇ−７ホールディングス【7508】,4324,3897,3028,金属製品
2148,萩原工業(株)【7856】,2721,2548,2360,陸運業
2149,(株)ステップ【9795】,,,,金属製品
2150,ソースネクスト(株)【4344】,1237,1573,1445,サービス業
2151,(株)テーオーホールディングス【9812】,-424,113,211,情報・通信
2152,カンダホールディングス(株)【9059】,1831,1620,1508,情報・通信
2153,(株)タナベ経営【9644】,,,,卸売業
2154,パラカ(株)【4809】,,,,卸売業
2155,三洋工業(株)【5958】,817,824,888,小売業
2156,マナック(株)【4364】,206,304,286,輸送用機器
2157,(株)エンバイオ・ホールディングス【6092】,787,257,298,情報・通信
2158,東邦化学工業(株)【4409】,2398,2214,1155,卸売業
2159,(株)ユタカ技研【7229】,9644,12096,14637,金属製品
2160,(株)ヤマックス【5285】,487,537,566,不動産業
2161,(株)佐藤渡辺【1807】,1434,2323,2444,電気機器
2162,塩水港精糖(株)【2112】,840,726,1022,小売業
2163,(株)セレス【3696】,,,,サービス業
2164,ヒビノ(株)【2469】,1073,2009,4293,小売業
2165,(株)多摩川ホールディングス【6838】,53,189,279,空運業
2166,(株)イオンファンタジー【4343】,5970,3769,2748,情報・通信
2167,ヱスビー食品(株)【2805】,6389,5364,3820,その他製品
2168,ツインバード工業(株)【6897】,211,516,589,サービス業
2169,(株)ダイナックホールディングス【2675】,,,,機械
2170,東亜バルブエンジニアリング(株)【6466】,544,243,247,陸運業
2171,キーウェアソリューションズ(株)【3799】,409,90,63,小売業
2172,セントケア・ホールディング(株)【2374】,1919,1901,1818,小売業
2173,(株)サンマルクホールディングス【3395】,6737,7727,7745,サービス業
2174,北海電気工事(株)【1832】,1470,849,1215,電気機器
2175,バリューコマース(株)【2491】,2223,922,1518,食料品
2176,(株)ジェイ・エス・ビー【3480】,2769,2191,1510,小売業
2177,(株)共和電業【6853】,1328,1313,1911,建設業
2178,豊商事(株)【8747】,293,-470,83,化学
2179,川辺(株)【8123】,380,747,689,電気機器
2180,(株)フジコー【3515】,340,176,-28,機械
2181,三京化成(株)【8138】,230,272,285,小売業
2182,(株)守谷商会【1798】,1455,1587,1196,輸送用機器
2183,(株)テノックス【1905】,749,1062,1962,ガラス・土石製品
2184,中国工業(株)【5974】,83,297,107,食料品
2185,鴻池運輸(株)【9025】,11067,10232,10264,情報・通信
2186,不二サッシ(株)【5940】,1770,2615,2603,機械
2187,アイティメディア(株)【2148】,746,709,825,化学
2188,(株)アイ・エス・ビー【9702】,596,302,399,小売業
2189,(株)ウェザーニューズ【4825】,2490,2824,3387,小売業
2190,中山福(株)【7442】,209,633,1320,情報・通信
2191,(株)イメージ　ワン【2667】,,-154,,化学
2192,マックスバリュ西日本(株)【8287】,4702,6431,6066,食料品
2193,(株)ナンシン【7399】,707,1015,824,ガラス・土石製品
2194,(株)ドリコム【3793】,190,932,-206,電気機器
2195,(株)Ｍｉｓｕｍｉ【7441】,942,1047,1050,小売業
2196,(株)高速【7504】,2920,2785,3055,情報・通信
2197,協立エアテック(株)【5997】,678,572,636,機械
2198,(株)アーバネットコーポレーション【3242】,1668,2419,2005,卸売業
2199,(株)メディアリンクス【6659】,-390,-497,316,サービス業
2200,(株)ホットランド【3196】,1104,1077,1523,小売業
2201,(株)ＲＶＨ【6786】,737,2628,2822,サービス業
2202,(株)ハードオフコーポレーション【2674】,1249,1450,2046,食料品
2203,アジア航測(株)【9233】,947,1345,1208,サービス業
2204,(株)オークネット【3964】,3245,4041,4201,非鉄金属
2205,(株)ウイルコホールディングス【7831】,-48,109,294,情報・通信
2206,日本スキー場開発(株)【6040】,624,442,107,機械
2207,サムコ(株)【6387】,,,,情報・通信
2208,日本石油輸送(株)【9074】,1224,1150,994,卸売業
2209,大黒天物産(株)【2791】,5244,5853,5682,不動産業
2210,アールビバン(株)【7523】,973,979,712,サービス業
2211,エムスリー(株)【2413】,29713,25050,20022,不動産業
2212,ウインテスト(株)【6721】,-290,,,情報・通信
2213,養命酒製造(株)【2540】,,,,卸売業
2214,(株)音通【7647】,318,394,321,不動産業
2215,昭和鉄工(株)【5953】,447,585,211,不動産業
