id,coding,industry,d2018,d2017,d2016
1110,ＨＯＹＡ(株)【7741】,123457,103903,118354,小売業
1111,中外鉱業(株)【1491】,-185,146,-204,建設業
1112,(株)日本エスコン【8892】,7042,4680,4012,情報・通信
1113,丸文(株)【7537】,3771,2883,3212,電気機器
1114,中央化学(株)【7895】,-1721,290,800,小売業
1115,(株)ヨロズ【7294】,6029,6327,10015,倉庫・運輸関連業
1116,(株)ライトオン【7445】,1202,,,化学
1117,中外炉工業(株)【1964】,1181,774,677,サービス業
1118,(株)ノジマ【7419】,17044,15091,14593,建設業
1119,ライト工業(株)【1926】,8950,9799,8633,サービス業
1120,(株)ＤＴＳ【9682】,8523,7986,7599,電気機器
1121,オリジン電気(株)【6513】,1822,930,1560,電気機器
1122,イオン北海道(株)【7512】,,,,機械
1123,(株)日新【9066】,6389,5607,5587,化学
1124,松本油脂製薬(株)【4365】,5286,4807,5337,小売業
1125,(株)よみうりランド【9671】,2315,2106,1983,機械
1126,日特建設(株)【1929】,4100,3583,3465,電気機器
1127,(株)ビー・エム・エル【4694】,9337,9329,8429,その他製品
1128,ＫＯＡ(株)【6999】,5750,3136,2591,証券業
1129,岩崎通信機(株)【6704】,112,161,-637,医薬品
1130,(株)神鋼環境ソリューション【6299】,3814,2984,3606,建設業
1131,(株)リプロセル【4978】,-1025,-944,-1024,陸運業
1132,(株)スクロール【8005】,1303,1242,1774,卸売業
1133,(株)やまびこ【6250】,6283,7620,6730,化学
1134,ティアック(株)【6803】,330,295,43,ガラス・土石製品
1135,(株)ジョイフル【9942】,868,2158,3092,ガラス・土石製品
1136,(株)フジシールインターナショナル【7864】,11505,9763,8792,建設業
1137,インヴァスト証券(株)【8709】,601,-42,311,小売業
1138,ソレイジア・ファーマ(株)【4597】,-1009,-462,-702,電気機器
1139,サンヨーホームズ(株)【1420】,1894,1517,-55,機械
1140,新京成電鉄(株)【9014】,3481,3299,3027,卸売業
1141,加藤産業(株)【9869】,10192,9298,7939,化学
1142,日本精化(株)【4362】,2749,2369,2383,ガラス・土石製品
1143,ＳＥＣカーボン(株)【5304】,1021,-2370,-425,鉄鋼
1144,石塚硝子(株)【5204】,2582,2912,2973,小売業
1145,日本基礎技術(株)【1914】,424,-305,1421,機械
1146,中部鋼鈑(株)【5461】,3016,3089,4266,機械
1147,(株)三城ホールディングス【7455】,270,-400,269,輸送用機器
1148,日本アビオニクス(株)【6946】,-709,20,574,医薬品
1149,(株)ＦＵＪＩ【6134】,22827,9794,11901,繊維製品
1150,(株)立花エレテック【8159】,6395,5172,5616,電気機器
1151,(株)アサヒペン【4623】,600,748,622,小売業
1152,(株)オハラ【5218】,1715,143,538,化学
1153,東京鐵鋼(株)【5445】,-830,454,3632,小売業
1154,(株)グルメ杵屋【9850】,556,412,454,化学
1155,アピックヤマダ(株)【6300】,292,397,-609,建設業
1156,新晃工業(株)【6458】,5480,5502,6033,機械
1157,河西工業(株)【7256】,13966,15888,16373,情報・通信
1158,オンコリスバイオファーマ(株)【4588】,,,,水産・農林業
1159,ダイニック(株)【3551】,988,1199,796,化学
1160,オンキヨー(株)【6628】,-1023,770,-2029,医薬品
1161,クオールホールディングス(株)【3034】,9091,6865,6709,輸送用機器
1162,(株)田中化学研究所【4080】,,,,卸売業
1163,チムニー(株)【3178】,3074,4004,3629,ゴム製品
1164,日本化学工業(株)【4092】,4084,3336,3452,電気機器
1165,日比谷総合設備(株)【1982】,3171,5608,4676,金属製品
1166,新東工業(株)【6339】,4798,4887,5712,その他製品
1167,(株)ＴＫＣ【9746】,8679,8567,7642,卸売業
1168,(株)極洋【1301】,4066,3723,2433,卸売業
1169,新日本理化(株)【4406】,589,-442,346,不動産業
1170,アンジェス(株)【4563】,-3288,-4763,-4171,その他金融業
1171,(株)ハイレックスコーポレーション【7279】,14508,16882,17381,食料品
1172,神鋼商事(株)【8075】,8119,4819,5831,ガラス・土石製品
1173,昭和ホールディングス(株)【5103】,1599,3557,2261,卸売業
1174,イリソ電子工業(株)【6908】,8426,6661,6568,卸売業
1175,東プレ(株)【5975】,23738,20431,18150,建設業
1176,光村印刷(株)【7916】,264,579,245,水産・農林業
1177,ユアサ・フナショク(株)【8006】,2022,1803,1832,機械
1178,(株)カナデン【8081】,4755,4330,4333,輸送用機器
1179,エリアリンク(株)【8914】,,,,情報・通信
1180,フィンテック　グローバル(株)【8789】,-1072,-1319,-1031,卸売業
1181,(株)ロック・フィールド【2910】,3117,3020,2548,化学
1182,黒崎播磨(株)【5352】,8494,7675,5836,情報・通信
1183,富士興産(株)【5009】,699,788,631,小売業
1184,アルテック(株)【9972】,634,366,168,ガラス・土石製品
1185,飛島建設(株)【1805】,8252,5477,6662,医薬品
1186,ホクト(株)【1379】,3181,3430,3428,化学
1187,(株)ゲームカード・ジョイコホールディングス【6249】,3596,1919,-1440,その他製品
1188,ＩＪＴテクノロジーホールディングス(株)【7315】,7896,5501,3220,機械
1189,ＮＳＷ【9739】,2940,2390,2020,化学
1190,極東貿易(株)【8093】,812,1190,1203,証券業
1191,レック(株)【7874】,4006,3673,818,食料品
1192,日本ユニシス(株)【8056】,16332,14314,12525,食料品
1193,愛眼(株)【9854】,239,-51,118,サービス業
1194,アジアパイルホールディングス(株)【5288】,3223,2534,2324,医薬品
1195,(株)カイオム・バイオサイエンス【4583】,,,,電気機器
1196,ニチバン(株)【4218】,4419,4057,3360,倉庫・運輸関連業
1197,(株)フルヤ金属【7826】,3437,,,卸売業
1198,ヤマシンフィルタ(株)【6240】,1910,957,407,不動産業
1199,ダイキョーニシカワ(株)【4246】,18052,14376,17236,化学
1200,日本アジア投資(株)【8518】,1237,739,-123,機械
1201,ケンコーマヨネーズ(株)【2915】,4173,3987,3436,輸送用機器
1202,(株)ユーグレナ【2931】,-1379,950,693,その他製品
1203,(株)メタップス【6172】,-214,251,-310,化学
1204,ブライトパス・バイオ(株)【4594】,-1561,-1113,,電気機器
1205,アイホン(株)【6718】,2805,2775,3045,卸売業
1206,ケイヒン(株)【9312】,1430,996,1464,情報・通信
1207,(株)日伝【9902】,6051,5037,5066,情報・通信
1208,(株)アスコット【3264】,605,425,465,卸売業
1209,長谷川香料(株)【4958】,5058,5606,5160,建設業
1210,日精樹脂工業(株)【6293】,3103,2522,2709,小売業
1211,(株)ジャムコ【7408】,4466,2132,8793,情報・通信
1212,(株)リーガルコーポレーション【7938】,1326,1451,1990,医薬品
1213,藤倉化成(株)【4620】,2588,3077,3011,建設業
1214,宮越ホールディングス(株)【6620】,900,723,628,サービス業
1215,(株)トーホー【8142】,1838,2877,2742,電気機器
1216,(株)インプレスホールディングス【9479】,76,-61,136,その他製品
1217,ガンホー・オンライン・エンターテイメント(株)【3765】,34384,46081,72425,サービス業
1218,(株)ナガホリ【8139】,73,145,-72,小売業
1219,(株)植木組【1867】,1758,1744,1815,輸送用機器
1220,(株)コナカ【7494】,901,1734,2245,ガラス・土石製品
1221,朝日放送グループホールディングス(株)【9405】,4250,4972,4064,証券業
1222,(株)メドレックス【4586】,-983,-1342,-999,卸売業
1223,(株)大本組【1793】,,,,機械
1224,クックパッド(株)【2193】,5391,5012,6544,卸売業
1225,ＴＯＡ(株)【6809】,3510,2935,3638,卸売業
1226,(株)イトーキ【7972】,2956,2800,4306,電気機器
1227,(株)テイクアンドギヴ・ニーズ【4331】,2785,2439,1545,その他製品
1228,テンアライド(株)【8207】,344,83,41,建設業
1229,近畿車輛(株)【7122】,4920,-14225,1423,医薬品
1230,日本ヒューム(株)【5262】,1678,1498,1894,機械
1231,極東証券(株)【8706】,3097,4244,3420,電気・ガス業
1232,(株)バイテックホールディングス【9957】,3130,2780,2461,金属製品
1233,前澤工業(株)【6489】,1070,285,873,医薬品
1234,フルサト工業(株)【8087】,3125,3163,3556,電気・ガス業
1235,リーバイ・ストラウス　ジャパン(株)【9836】,,,,金属製品
1236,北陸電気工業(株)【6989】,1278,297,883,建設業
1237,ピジョン(株)【7956】,19412,16015,14521,建設業
1238,大成温調(株)【1904】,2530,2304,1714,電気機器
1239,鳥居薬品(株)【4551】,,,,卸売業
1240,(株)鶴見製作所【6351】,4637,4294,5100,ガラス・土石製品
1241,広島ガス(株)【9535】,2920,3812,5475,卸売業
1242,高田機工(株)【5923】,,,,情報・通信
1243,日本新薬(株)【4516】,17079,15280,8549,小売業
1244,イーレックス(株)【9517】,4813,3535,1723,卸売業
1245,川田テクノロジーズ(株)【3443】,4436,5904,3052,建設業
1246,(株)福田組【1899】,7991,9695,8166,化学
1247,新日本空調(株)【1952】,4274,3897,3405,卸売業
1248,(株)遠藤照明【6932】,2526,2500,627,卸売業
1249,ソマール(株)【8152】,1027,580,831,電気機器
1250,日本コンクリート工業(株)【5269】,2031,1481,1055,卸売業
1251,第一実業(株)【8059】,6394,5844,3886,化学
1252,(株)エムティーアイ【9438】,3218,4053,5355,電気機器
1253,(株)梅の花【7604】,390,313,161,卸売業
1254,アズワン(株)【7476】,6596,6093,5843,建設業
1255,(株)ナカノフドー建設【1827】,4264,5958,5481,建設業
1256,(株)寺岡製作所【4987】,1319,1038,1143,建設業
1257,(株)ルネサスイーストン【9995】,1990,1168,966,建設業
1258,トラスコ中山(株)【9830】,,,,建設業
1259,(株)日本マイクロニクス【6871】,3195,1508,1603,サービス業
1260,三谷商事(株)【8066】,16577,16476,20368,卸売業
1261,ロンシール工業(株)【4224】,2130,2474,1906,卸売業
1262,(株)指月電機製作所【6994】,1219,1456,2125,情報・通信
1263,(株)テクノアソシエ【8249】,3599,3171,2038,化学
1264,ショーボンドホールディングス(株)【1414】,10781,10160,9303,化学
1265,(株)高松コンストラクショングループ【1762】,13630,12935,10410,情報・通信
1266,(株)不動テトラ【1813】,3709,3809,3118,サービス業
1267,青木あすなろ建設(株)【1865】,7663,7463,5861,鉄鋼
1268,(株)ヤマト【1967】,3462,3075,3011,電気機器
1269,(株)パソナグループ【2168】,6539,4488,3860,卸売業
1270,あい　ホールディングス(株)【3076】,8984,8501,8141,不動産業
1271,(株)バイタルケーエスケー・ホールディングス【3151】,2384,3207,6892,情報・通信
1272,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ(株)【3975】,4619,,,サービス業
1273,旭有機材(株)【4216】,3362,2062,1591,電気機器
1274,群栄化学工業(株)【4229】,2459,2725,2058,卸売業
1275,(株)ＷＯＷＯＷ【4839】,9875,10141,9080,電気機器
1276,(株)トライアイズ【4840】,-109,-336,-68,情報・通信
1277,日本精線(株)【5659】,4004,2560,2470,電気機器
1278,シャープ(株)【6753】,90125,62454,-161967,証券業
1279,(株)内田洋行【8057】,2940,3041,3488,不動産業
1280,(株)コスモスイニシア【8844】,4869,4084,3480,機械
1281,ＧＭＯインターネット(株)【9449】,17642,17017,14803,精密機器
1282,(株)メイテック【9744】,11458,11142,10874,輸送用機器
1283,東洋電機製造(株)【6505】,366,1571,1638,サービス業
1284,(株)ドウシシャ【7483】,7769,7080,8736,卸売業
1285,ｓａｎｔｅｃ(株)【6777】,665,635,317,繊維製品
1286,(株)アドバンスト・メディア【3773】,647,-77,-267,電気機器
1287,キヤノン電子(株)【7739】,9605,8077,10523,小売業
1288,トレイダーズホールディングス(株)【8704】,-1454,-1311,-101,サービス業
1289,(株)ランドビジネス【8944】,,,,輸送用機器
1290,日本ピラー工業(株)【6490】,5161,5166,3469,ガラス・土石製品
1291,(株)ジャパン・ティッシュ・エンジニアリング【7774】,,,,機械
1292,昭和飛行機工業(株)【7404】,2167,1892,1364,不動産業
1293,(株)ドリームインキュベータ【4310】,1854,517,538,化学
1294,伊藤忠食品(株)【2692】,4246,3779,3983,電気機器
1295,ヤマト　インターナショナル(株)【8127】,648,756,338,化学
1296,(株)ナカヨ【6715】,862,408,647,精密機器
1297,アルビス(株)【7475】,2817,2560,2262,不動産業
1298,ぴあ(株)【4337】,1225,1789,1527,金属製品
1299,三菱ロジスネクスト(株)【7105】,9280,10508,10086,建設業
1300,(株)倉元製作所【5216】,-137,-606,-571,その他製品
1301,(株)岡本工作機械製作所【6125】,2017,1139,1226,機械
1302,フジ住宅(株)【8860】,6438,5969,5441,化学
1303,(株)コーセー【4922】,48408,39160,34634,ガラス・土石製品
1304,(株)メガチップス【6875】,2709,1926,-335,電気機器
1305,ステラ　ケミファ(株)【4109】,2369,4372,1388,輸送用機器
1306,朝日インテック(株)【7747】,13773,10795,10002,小売業
1307,(株)タカラレーベン【8897】,12597,10349,7563,食料品
1308,サンコール(株)【5985】,2415,2250,2113,陸運業
1309,東建コーポレーション(株)【1766】,19674,17480,12616,医薬品
1310,フジコピアン(株)【7957】,358,321,143,情報・通信
1311,ＴＰＲ(株)【6463】,20775,20514,21334,情報・通信
1312,日本特殊塗料(株)【4619】,3286,3162,2961,小売業
1313,(株)フジミインコーポレーテッド【5384】,4872,4278,3302,その他製品
1314,(株)エノモト【6928】,1674,1240,781,輸送用機器
1315,(株)モリタホールディングス【6455】,8483,9649,7517,食料品
1316,(株)ピーシーデポコーポレーション【7618】,2981,3402,4086,繊維製品
1317,中部飼料(株)【2053】,5805,4778,3423,ガラス・土石製品
1318,(株)サカイ引越センター【9039】,10431,7552,6787,電気機器
1319,東和薬品(株)【4553】,11643,6869,11134,情報・通信
1320,ＪＢＣＣホールディングス(株)【9889】,2060,1855,1729,金属製品
1321,ＧＭＯペイメントゲートウェイ(株)【3769】,6550,5015,3819,繊維製品
