industry,name,d2018,d2017,d2016
サービス業,(株)サンオータス【7623】,66,73,134
卸売業,総合商研(株)【7850】,21,162,282
サービス業,(株)ジャストプランニング【4287】,247,284,427
サービス業,(株)ＴＯＫＹＯ　ＢＡＳＥ【3415】,1295,,
小売業,(株)アルファ【4760】,18,177,254
情報・通信,霞ヶ関キャピタル(株)【3498】,699,,
建設業,(株)ネットマーケティング【6175】,,,551
不動産業,(株)インフォメーションクリエーティブ【4769】,497,455,343
小売業,(株)三ツ知【3439】,16,585,548
情報・通信,(株)シノプス【4428】,,,
化学,(株)山陽百貨店【8257】,313,294,41
卸売業,(株)中広【2139】,,,
サービス業,(株)ＴＨＥグローバル社【3271】,2307,4157,1837
情報・通信,(株)アイケイ【2722】,590,431,898
情報・通信,コンピューターマネージメント(株)【4491】,327,256,235
小売業,ＯＣＨＩホールディングス(株)【3166】,2036,1913,1934
小売業,(株)ウエスコホールディングス【6091】,744,690,607
サービス業,(株)オプトラン【6235】,10879,10690,7327
情報・通信,(株)ＦＣホールディングス【6542】,861,739,745
サービス業,(株)日本創発グループ【7814】,2724,1612,1410
サービス業,サイバーコム(株)【3852】,,,
情報・通信,(株)トミタ【8147】,974,1117,932
水産・農林業,(株)ハマイ【6497】,308,481,536
卸売業,(株)キャリアインデックス【6538】,,,
小売業,日本フォームサービス(株)【7869】,124,-74,-219
情報・通信,(株)Ｍａｃｂｅｅ　Ｐｌａｎｅｔ【7095】,,,
卸売業,(株)ＣＳＳホールディングス【2304】,455,253,262
情報・通信,日本プリメックス(株)【2795】,569,531,482
サービス業,(株)ＡＮＡＰ【3189】,88,349,
サービス業,(株)エヌ・シー・エヌ【7057】,229,261,184
サービス業,(株)ヒノキヤグループ【1413】,6269,4403,6286
情報・通信,Ｇ−ＦＡＣＴＯＲＹ(株)【3474】,7,234,355
倉庫・運輸関連業,キャリアリンク(株)【6070】,692,187,551
小売業,ＫＩＹＯラーニング(株)【7353】,,,
情報・通信,(株)アクロディア【3823】,-103,51,-363
輸送用機器,コタ(株)【4923】,,,
不動産業,(株)シャノン【3976】,36,-31,-48
その他製品,(株)ライトアップ【6580】,,,
情報・通信,アグレ都市デザイン(株)【3467】,,,
小売業,(株)日本動物高度医療センター【6039】,430,397,279
小売業,(株)ゼットン【3057】,467,463,428
情報・通信,(株)中央経済社ホールディングス【9476】,69,105,131
情報・通信,(株)大和コンピューター【3816】,412,312,300
サービス業,(株)アイフィスジャパン【7833】,859,833,683
情報・通信,アプライド(株)【3020】,1982,1366,1169
情報・通信,(株)きちりホールディングス【3082】,-368,406,
サービス業,(株)エニグモ【3665】,,,1574
小売業,(株)ミサワ【3169】,816,402,-83
サービス業,(株)ＡＭＢＩＴＩＯＮ【3300】,921,1594,1141
機械,ログリー(株)【6579】,63,,
サービス業,(株)ラクス【3923】,1174,1468,1241
建設業,(株)バリューゴルフ【3931】,64,135,165
サービス業,(株)ヒップ【2136】,,,
卸売業,(株)パワーソリューションズ【4450】,,,
不動産業,国際チャート(株)【3956】,,,
情報・通信,東洋ドライルーブ(株)【4976】,204,361,582
小売業,アジャイルメディア・ネットワーク(株)【6573】,-138,,
小売業,(株)スーパーバリュー【3094】,,,
サービス業,(株)エスプール【2471】,1604,983,674
情報・通信,(株)エスエルディー【3223】,,,
小売業,２１ＬＡＤＹ(株)【3346】,-164,-137,8
情報・通信,テモナ(株)【3985】,,,
情報・通信,(株)Ｌｉｎｋ−Ｕ【4446】,,,
卸売業,(株)エムビーエス【1401】,,,
不動産業,(株)システムインテグレータ【3826】,,,
サービス業,マークラインズ(株)【3901】,874,734,607
情報・通信,(株)一家ダイニングプロジェクト【9266】,,,
金属製品,(株)ＬＩＴＡＬＩＣＯ【6187】,982,881,
情報・通信,アルー(株)【7043】,165,183,142
機械,サインポスト(株)【3996】,,,
機械,イー・ガーディアン(株)【6050】,1167,1039,811
情報・通信,(株)ドーン【2303】,,,
情報・通信,オーウイル(株)【3143】,674,595,439
情報・通信,(株)ＳＹＳホールディングス【3988】,216,199,217
建設業,(株)リビングプラットフォーム【7091】,328,327,101
サービス業,ティーライフ(株)【3172】,340,458,481
サービス業,(株)エードット【7063】,-74,189,124
サービス業,(株)カクヤス【7686】,1259,1779,927
卸売業,(株)アイル【3854】,951,526,432
小売業,富士ソフトサービスビューロ(株)【6188】,,,
サービス業,ソーシャルワイヤー(株)【3929】,201,405,353
情報・通信,アイ・ケイ・ケイ(株)【2198】,1931,2067,1821
小売業,(株)クイック【4318】,2930,2581,2198
機械,(株)Ｃｏｍｉｎｉｘ【3173】,682,1131,841
小売業,(株)レッグス【4286】,1132,1054,846
情報・通信,(株)アドバンテッジリスクマネジメント【8769】,952,928,819
情報・通信,(株)ほぼ日【3560】,,,
情報・通信,(株)イノベーション【3970】,174,16,
サービス業,(株)Ｌｉｂ　Ｗｏｒｋ【1431】,,,
サービス業,香陵住販(株)【3495】,577,540,445
サービス業,ユニフォームネクスト(株)【3566】,,,
情報・通信,ＪＩＧ−ＳＡＷ(株)【3914】,315,357,325
情報・通信,大阪油化工業(株)【4124】,,,
サービス業,ディーブイエックス(株)【3079】,,,
その他製品,アウンコンサルティング(株)【2459】,-10,,10
情報・通信,(株)Ａｍａｚｉａ【4424】,,,
サービス業,(株)ショーケース【3909】,92,352,191
サービス業,(株)買取王国【3181】,,,
小売業,(株)ヨシックス【3221】,,,
情報・通信,ウチダエスコ(株)【4699】,819,532,694
サービス業,システムズ・デザイン(株)【3766】,-276,39,216
サービス業,(株)日宣【6543】,291,304,342
サービス業,ウェルビー(株)【6556】,1758,,
小売業,チエル(株)【3933】,241,77,201
不動産業,ベルグアース(株)【1383】,72,13,-59
不動産業,(株)ハイパー【3054】,544,344,338
情報・通信,(株)ＺＯＡ【3375】,,,
サービス業,プロパティデータバンク(株)【4389】,,,
サービス業,(株)レオクラン【7681】,1190,645,6
情報・通信,ＨＥＮＮＧＥ(株)【4475】,187,202,152
情報・通信,(株)ジェイエスエス【6074】,,,
小売業,フルテック(株)【6546】,665,340,591
食料品,(株)ハウスフリーダム【8996】,506,446,239
精密機器,(株)京進【4735】,-173,328,409
倉庫・運輸関連業,(株)情報企画【3712】,,,
情報・通信,ファイズホールディングス(株)【9325】,349,,
不動産業,(株)ハピネス・アンド・ディ【3174】,,,
小売業,(株)コラボス【3908】,,,
サービス業,(株)小田原機器【7314】,252,-1031,-591
情報・通信,(株)グッドライフカンパニー【2970】,568,504,371
情報・通信,カーディナル(株)【7855】,,,
サービス業,(株)エイジア【2352】,462,371,348
サービス業,(株)ジェーソン【3080】,746,664,562
小売業,ピクスタ(株)【3416】,160,110,17
情報・通信,(株)イルグルム【3690】,84,-98,92
情報・通信,(株)Ｍマート【4380】,,,
小売業,ディーエムソリューションズ(株)【6549】,,291,
情報・通信,大英産業(株)【2974】,1979,1183,1176
情報・通信,(株)ノムラシステムコーポレーション【3940】,,,
卸売業,リックソフト(株)【4429】,402,371,130
サービス業,(株)エヌリンクス【6578】,-167,,
サービス業,(株)銚子丸【3075】,,,
サービス業,(株)ホープ【6195】,,,
サービス業,兼松エンジニアリング(株)【6402】,,,
機械,(株)ユーラシア旅行社【9376】,150,1,63
サービス業,サンユー建設(株)【1841】,562,1652,
卸売業,(株)アクトコール【6064】,877,447,327
情報・通信,(株)アマガサ【3070】,-266,-156,44
情報・通信,(株)テンポイノベーション【3484】,,,
建設業,(株)エムアップホールディングス【3661】,729,403,309
サービス業,(株)バナーズ【3011】,-40,175,105
倉庫・運輸関連業,(株)マーケットエンタープライズ【3135】,655,452,96
情報・通信,日本エマージェンシーアシスタンス(株)【6063】,93,148,62
サービス業,ユナイトアンドグロウ(株)【4486】,205,171,98
その他製品,(株)串カツ田中ホールディングス【3547】,605,559,
サービス業,(株)アバント【3836】,2278,1966,1631
サービス業,(株)トレードワークス【3997】,,,
サービス業,(株)久世【2708】,-55,223,429
卸売業,(株)東武住販【3297】,,,
情報・通信,(株)テスク【4349】,,,
情報・通信,ＲＳＣ【4664】,138,155,91
化学,イメージ情報開発(株)【3803】,-64,-47,5
サービス業,アトムリビンテック(株)【3426】,,,
食料品,(株)デジタルハーツホールディングス【3676】,1394,1605,1735
サービス業,北川精機(株)【6327】,480,576,481
その他製品,(株)石井表記【6336】,321,1456,1271
情報・通信,(株)新潟放送【9408】,1548,1017,800
小売業,ＧＭＯリサーチ(株)【3695】,213,248,325
輸送用機器,ロジザード(株)【4391】,250,238,147
食料品,田中建設工業(株)【1450】,,,
不動産業,(株)セラク【6199】,727,543,
その他製品,(株)イーエムネットジャパン【7036】,,,
サービス業,セーラー広告(株)【2156】,74,149,79
サービス業,ケイティケイ(株)【3035】,285,249,211
情報・通信,(株)海帆【3133】,,-259,-6
卸売業,日本ホスピスホールディングス(株)【7061】,501,242,49
卸売業,トビラシステムズ(株)【4441】,,,
サービス業,(株)岐阜造園【1438】,306,252,219
電気機器,ホリイフードサービス(株)【3077】,,,
小売業,(株)エーワン精密【6156】,,,
建設業,(株)丸千代山岡家【3399】,,,
その他金融業,(株)駅探【3646】,339,480,503
サービス業,(株)ネオジャパン【3921】,699,,
サービス業,(株)ディ・アイ・システム【4421】,236,221,150
サービス業,(株)ツクイスタッフ【7045】,,,
情報・通信,(株)フレアス【7062】,,,
化学,ＡｐｐＢａｎｋ(株)【6177】,-55,-213,-269
情報・通信,(株)メディカルネット【3645】,106,176,152
サービス業,(株)ＦＦＲＩセキュリティ【3692】,341,284,309
サービス業,(株)ベストワンドットコム【6577】,134,120,48
電気機器,(株)ビーアンドピー【7804】,,,490
情報・通信,(株)ブロードバンドセキュリティ【4398】,,,
情報・通信,ライクキッズ(株)【6065】,601,830,463
サービス業,(株)アクセスグループ・ホールディングス【7042】,58,202,163
情報・通信,(株)浜木綿【7682】,,,
情報・通信,(株)フーバーブレイン【3927】,,,
サービス業,(株)ベイカレント・コンサルティング【6532】,,,
サービス業,(株)リンクバル【6046】,,,
サービス業,(株)アクアライン【6173】,-17,183,385
サービス業,(株)ファンデリー【3137】,,,
鉄鋼,(株)ウッドフレンズ【8886】,627,1109,1216
情報・通信,日本ＰＣサービス(株)【6025】,62,52,-44
サービス業,(株)ウィル【3241】,658,507,630
サービス業,ジョルダン(株)【3710】,274,320,458
サービス業,ＧＭＯ　ＴＥＣＨ(株)【6026】,,,
不動産業,ＩＮＣＬＵＳＩＶＥ(株)【7078】,266,308,-24
不動産業,(株)すららネット【3998】,,,
情報・通信,シルバーエッグ・テクノロジー(株)【3961】,110,,
機械,(株)かんなん丸【7585】,-326,-147,-122
情報・通信,(株)北の達人コーポレーション【2930】,,,
卸売業,(株)シンシア【7782】,143,12,270
陸運業,(株)エーアイテイー【9381】,1575,1543,1497
情報・通信,中日本興業(株)【9643】,,,
サービス業,(株)アクリート【4395】,,,
サービス業,(株)グランディーズ【3261】,386,386,336
サービス業,(株)富士山マガジンサービス【3138】,327,252,
非鉄金属,(株)識学【7049】,283,,
不動産業,(株)ジェクシード【3719】,,,
サービス業,(株)ダブルスタンダード【3925】,1101,866,551
金属製品,(株)パートナーエージェント【6181】,78,216,195
サービス業,(株)ジェイテック【2479】,141,156,77
情報・通信,ブティックス(株)【9272】,,,
電気機器,(株)インフォネット【4444】,,,
電気機器,キャリアバンク(株)【4834】,113,103,-1
サービス業,(株)アイ・ピー・エス【4335】,50,123,70
情報・通信,(株)ナルミヤ・インターナショナル【9275】,1664,,1404
小売業,(株)クロップス【9428】,2021,1316,1059
サービス業,(株)ファインデックス【3649】,743,592,546
鉄鋼,(株)プロルート丸光【8256】,-405,-237,73
機械,(株)ロゼッタ【6182】,448,338,-12
サービス業,(株)船場【6540】,1271,1269,1422
輸送用機器,(株)インターネットインフィニティー【6545】,,,
情報・通信,(株)ジェイック【7073】,341,231,165
倉庫・運輸関連業,ゼネラルパッカー(株)【6267】,741,372,293
