industry,name,d2018,d2017,d2016
卸売業,ワイエイシイホールディングス(株)【6298】,-361,1842,1074
建設業,オプテックスグループ(株)【6914】,2856,4989,4885
倉庫・運輸関連業,(株)フルキャストホールディングス【4848】,7224,5896,4424
小売業,コネクシオ(株)【9422】,,,
小売業,ピクセルカンパニーズ(株)【2743】,46,-1096,-1244
機械,ＢＥＥＮＯＳ(株)【3328】,1707,1533,1507
サービス業,(株)三社電機製作所【6882】,256,1833,1474
サービス業,(株)ＦＪネクスト【8935】,10412,10093,7238
精密機器,乾汽船(株)【9308】,-884,396,826
卸売業,(株)大盛工業【1844】,433,311,199
電気機器,(株)アルファ【3434】,1811,3215,3212
卸売業,フクシマガリレイ(株)【6420】,9087,9405,8654
情報・通信,(株)チャーム・ケア・コーポレーション【6062】,,,
不動産業,(株)アカツキ【3932】,11053,13635,10534
証券業,(株)ＣＫサンエツ【5757】,4329,4945,6058
食料品,(株)ブシロード【7803】,3058,2929,306
情報・通信,レイズネクスト(株)【6379】,10040,7683,6375
金属製品,京葉瓦斯(株)【9539】,6573,4741,5687
情報・通信,(株)ハピネット【7552】,2572,4540,4806
サービス業,(株)テクノ菱和【1965】,4263,4518,3242
卸売業,(株)中央倉庫【9319】,1587,1540,1616
卸売業,(株)物語コーポレーション【3097】,3033,3933,3355
化学,(株)銀座山形屋【8215】,-28,115,153
小売業,タツモ(株)【6266】,951,1606,1672
陸運業,テラ(株)【2191】,-716,-685,-245
小売業,イーサポートリンク(株)【2493】,261,145,186
金属製品,(株)東京衡機【7719】,418,287,-306
機械,トルク(株)【8077】,432,600,455
ガラス・土石製品,大井電気(株)【6822】,569,-1576,60
卸売業,(株)ヨンキュウ【9955】,1405,1379,1757
卸売業,(株)ＥＭシステムズ【4820】,1583,2622,3063
卸売業,(株)アーバネットコーポレーション【3242】,2484,2148,1668
機械,第一商品(株)【8746】,,,
鉄鋼,福留ハム(株)【2291】,-536,-149,195
倉庫・運輸関連業,(株)クラウドワークス【3900】,48,23,-335
精密機器,日本フイルコン(株)【5942】,627,1356,1772
小売業,イマジニア(株)【4644】,1126,706,635
卸売業,(株)リログループ【8876】,17874,17867,15359
電気機器,コンドーテック(株)【7438】,4085,3907,3537
卸売業,イワキ(株)【8095】,2121,1849,1571
不動産業,エスケー化研(株)【4628】,11236,11453,11399
サービス業,(株)アダストリア【2685】,12885,7190,5005
食料品,(株)丸和運輸機関【9090】,7194,5814,4506
卸売業,(株)マミーマート【9823】,1642,2768,2938
小売業,トーカロ(株)【3433】,6550,7741,7110
サービス業,西部電機(株)【6144】,2077,3198,2141
サービス業,(株)ヨータイ【5357】,4017,5134,3559
精密機器,丸紅建材リース(株)【9763】,669,914,757
卸売業,西本Ｗｉｓｍｅｔｔａｃホールディングス(株)【9260】,4343,6719,6324
卸売業,(株)電響社【8144】,116,145,-83
パルプ・紙,平田機工(株)【6258】,2736,6249,9371
不動産業,日本鋳造(株)【5609】,425,668,762
情報・通信,(株)杉村倉庫【9307】,1204,1180,1046
金属製品,シグマ光機(株)【7713】,711,1123,1433
小売業,(株)ＮＥＷ　ＡＲＴ　ＨＯＬＤＩＮＧＳ【7638】,3331,2526,814
輸送用機器,佐鳥電機(株)【7420】,512,656,398
食料品,(株)正興電機製作所【6653】,907,895,835
非鉄金属,杉本商事(株)【9932】,2528,2870,2461
サービス業,(株)ジェイ・エス・ビー【3480】,3425,2958,2769
倉庫・運輸関連業,(株)日本Ｍ＆Ａセンター【2127】,14247,12533,11605
小売業,井村屋グループ(株)【2209】,359,1413,1490
倉庫・運輸関連業,泉州電業(株)【9824】,3979,3868,3202
機械,(株)東天紅【8181】,,,
情報・通信,(株)ＦＲＯＮＴＥＯ【2158】,-844,216,177
化学,燦ホールディングス(株)【9628】,3091,2940,2658
電気機器,理研計器(株)【7734】,6197,5138,4415
機械,(株)ＪＡＬＵＸ【2729】,3969,4628,4709
サービス業,(株)たけびし【7510】,2504,3839,3349
情報・通信,ザ・パック(株)【3950】,6850,6924,7273
鉱業,(株)ムゲンエステート【3299】,3157,5985,7122
食料品,(株)じげん【3679】,3806,4077,3322
電気機器,日本パワーファスニング(株)【5950】,-273,-165,100
卸売業,(株)ヒマラヤ【7514】,867,1203,1130
サービス業,サノヤスホールディングス(株)【7022】,-1775,1272,-3160
情報・通信,理研ビタミン(株)【4526】,5052,6264,7061
卸売業,東邦金属(株)【5781】,,,
精密機器,(株)イチネンホールディングス【9619】,6877,6272,5918
小売業,丸八倉庫(株)【9313】,701,600,476
卸売業,(株)西松屋チェーン【7545】,,,
電気機器,(株)サンリツ【9366】,831,980,817
小売業,(株)テセック【6337】,-86,1214,904
その他製品,日本デコラックス(株)【7950】,,,
ガラス・土石製品,(株)クレスコ【4674】,3556,3207,3091
情報・通信,スガイ化学工業(株)【4120】,,,
電気機器,日本タングステン(株)【6998】,502,1029,755
繊維製品,富士変速機(株)【6295】,,,
輸送用機器,東洋機械金属(株)【6210】,1426,2054,2057
不動産業,Ｍ＆Ａキャピタルパートナーズ(株)【6080】,5855,3165,3656
陸運業,サイバーステップ(株)【3810】,639,181,622
サービス業,住石ホールディングス(株)【1514】,21,164,131
情報・通信,日東富士製粉(株)【2003】,4568,4164,2898
電気・ガス業,テクノホライゾン・ホールディングス(株)【6629】,1443,1141,1000
ガラス・土石製品,東京エレクトロン　デバイス(株)【2760】,3810,3525,2755
倉庫・運輸関連業,日本ハウズイング(株)【4781】,6639,6163,5466
情報・通信,(株)東北新社【2329】,2978,1641,2794
小売業,大木ヘルスケアホールディングス(株)【3417】,2240,2035,2344
小売業,岡本硝子(株)【7746】,36,331,212
卸売業,４℃ホールディングス【8008】,3975,4984,6102
建設業,(株)ホウスイ【1352】,839,651,837
情報・通信,ＡＳＴＩ(株)【6899】,959,1730,1796
情報・通信,(株)あみやき亭【2753】,1857,2764,3028
卸売業,セブン工業(株)【7896】,,,
情報・通信,(株)ノザワ【5237】,1201,2326,2691
海運業,(株)アプリックス【3727】,-177,-444,-405
小売業,(株)鈴木【6785】,1734,1714,2193
情報・通信,日本フエルト(株)【3512】,428,453,759
ガラス・土石製品,ダイハツディーゼル(株)【6023】,2674,2626,3044
金属製品,(株)アルデプロ【8925】,-662,1102,820
サービス業,岡山県貨物運送(株)【9063】,1445,1940,1505
情報・通信,(株)白洋舍【9731】,209,1034,1336
その他製品,(株)ビットワングループ【2338】,-295,-480,-187
情報・通信,北陸ガス(株)【9537】,1544,1518,2902
情報・通信,(株)ＴＹＫ【5363】,3319,3441,2631
電気機器,(株)大運【9363】,,,
卸売業,(株)ｆｏｎｆｕｎ【2323】,5,2,-19
卸売業,(株)三光マーケティングフーズ【2762】,,,
陸運業,(株)ヤマザワ【9993】,627,220,1159
サービス業,(株)共同紙販ホールディングス【9849】,154,109,84
繊維製品,(株)富士ピー・エス【1848】,935,917,760
卸売業,(株)インテージホールディングス【4326】,3779,4268,4023
化学,ネオス(株)【3627】,875,504,-323
その他製品,東都水産(株)【8038】,1344,1362,1407
その他製品,(株)チェンジ【3962】,1081,,
小売業,徳倉建設(株)【1892】,2296,2084,1049
情報・通信,川崎近海汽船(株)【9179】,1913,2005,2536
陸運業,(株)ながの東急百貨店【9829】,90,247,274
サービス業,グリー(株)【3632】,3162,5476,9421
電気機器,Ｍｉｐｏｘ(株)【5381】,-170,-281,386
小売業,ＪＦＥコンテイナー(株)【5907】,2419,2324,2630
小売業,(株)歌舞伎座【9661】,297,407,493
非鉄金属,(株)ビジョン【9416】,3325,2484,1788
機械,(株)ブロッコリー【2706】,,,
化学,(株)ホットリンク【3680】,-1699,328,125
機械,(株)ソフィアホールディングス【6942】,209,-233,237
その他金融業,(株)アバールデータ【6918】,,,1309
輸送用機器,ナラサキ産業(株)【8085】,2359,2511,2497
電気機器,(株)大水【7538】,272,240,324
倉庫・運輸関連業,名港海運(株)【9357】,4911,5348,4403
卸売業,(株)アルプス物流【9055】,4118,4722,4932
電気・ガス業,(株)アルプス技研【4641】,4014,3586,3238
輸送用機器,(株)キング【8118】,1027,1413,1433
卸売業,ジーエフシー(株)【7559】,367,651,827
情報・通信,広栄化学工業(株)【4367】,,,
建設業,ホクシン(株)【7897】,,,
情報・通信,(株)パイロットコーポレーション【7846】,19141,20932,19974
情報・通信,(株)ジーンズメイト【7448】,,,
情報・通信,(株)ＥｄｕＬａｂ【4427】,1462,964,588
食料品,広島電鉄(株)【9033】,-309,-384,-225
情報・通信,(株)ぐるなび【2440】,1821,1216,4742
小売業,千代田インテグレ(株)【6915】,1921,2646,2642
化学,(株)ヴィレッジヴァンガードコーポレーション【2769】,-286,447,371
サービス業,(株)アスモ【2654】,1183,1120,1072
サービス業,オーナンバ(株)【5816】,855,865,480
情報・通信,(株)滝澤鉄工所【6121】,1908,3117,2337
化学,(株)ソフト９９コーポレーション【4464】,2421,2518,2747
機械,(株)カノークス【8076】,1525,1802,1787
医薬品,(株)ＮＦＫホールディングス【6494】,39,127,-7
不動産業,(株)アサックス【8772】,,,
サービス業,(株)イクヨ【7273】,380,780,514
情報・通信,中道リース(株)【8594】,,,
その他製品,岡谷電機産業(株)【6926】,-202,194,736
パルプ・紙,東海運(株)【9380】,442,652,772
情報・通信,ソレキア(株)【9867】,1067,724,445
情報・通信,(株)エフオン【9514】,2927,2849,3074
保険業,(株)ファルテック【7215】,2159,2058,1759
陸運業,(株)ＮａＩＴＯ【7624】,836,928,728
機械,(株)ケイブ【3760】,-271,,
情報・通信,(株)ダイセキ環境ソリューション【1712】,1237,898,1339
情報・通信,アステリア(株)【3853】,-262,388,577
小売業,ＢＡＳＥ(株)【4477】,-441,-791,
パルプ・紙,(株)御園座【9664】,,,
サービス業,(株)ＣＩＪ【4826】,1557,1770,1436
機械,(株)湖池屋【2226】,1012,677,270
機械,ＨＥＲＯＺ(株)【4382】,,,
卸売業,マックスバリュ東海(株)【8198】,7150,4956,5254
電気機器,東邦アセチレン(株)【4093】,1523,1663,1810
機械,セントラルスポーツ(株)【4801】,3814,4240,4341
輸送用機器,(株)フェニックスバイオ【6190】,-146,-311,-268
輸送用機器,さくらインターネット(株)【3778】,939,567,745
機械,神東塗料(株)【4615】,594,571,834
サービス業,ペガサスミシン製造(株)【6262】,499,2306,2212
小売業,ラクオリア創薬(株)【4579】,-15,-1075,-150
金属製品,(株)インテリックス【8940】,1108,1672,1560
電気機器,(株)エス・エム・エス【2175】,4935,4743,4021
化学,(株)アエリア【3758】,2265,1876,2691
建設業,トーイン(株)【7923】,23,332,406
卸売業,ニッポン高度紙工業(株)【3891】,995,1346,1698
精密機器,(株)ｅｎｉｓｈ【3667】,,,
不動産業,(株)ジャステック【9717】,,,2089
小売業,(株)ＮＦＣホールディングス【7169】,3165,4514,5060
化学,(株)エスライン【9078】,974,1687,1455
倉庫・運輸関連業,野村マイクロ・サイエンス(株)【6254】,1846,1213,1240
化学,(株)イグニス【3689】,-744,-2532,83
化学,(株)ビジネスブレイン太田昭和【9658】,2130,1722,1159
情報・通信,(株)ＪＭホールディングス【3539】,4600,4449,3952
機械,朝日印刷(株)【3951】,1837,1870,2522
化学,(株)ウチヤマホールディングス【6059】,1075,1025,1191
電気・ガス業,オカダアイヨン(株)【6294】,1368,1524,1195
輸送用機器,(株)ササクラ【6303】,719,862,-312
食料品,北恵(株)【9872】,818,763,780
金属製品,松尾電機(株)【6969】,,,143
ゴム製品,日本金銭機械(株)【6418】,-730,1973,1372
化学,(株)ジャパンエンジンコーポレーション【6016】,211,,
倉庫・運輸関連業,(株)ミクニ【7247】,2410,4403,4117
その他製品,浜井産業(株)【6131】,416,210,218
パルプ・紙,(株)ルネサンス【2378】,3267,3782,4062
化学,(株)ブロンコビリー【3091】,,,
ガラス・土石製品,(株)ファインシンター【5994】,1301,1716,1796
ガラス・土石製品,菊水電子工業(株)【6912】,654,696,481
電気機器,(株)パーカーコーポレーション【9845】,3421,3941,3604
卸売業,ルーデン・ホールディングス(株)【1400】,13,-5,-51
鉄鋼,ダイトロン(株)【7609】,3205,3546,2522
卸売業,(株)オーバル【7727】,484,419,253
金属製品,(株)シーアールイー【3458】,1651,3186,5188
輸送用機器,(株)フジオフードグループ本社【2752】,1458,2259,2605
その他製品,フクビ化学工業(株)【7871】,1168,1766,1361
サービス業,アサガミ(株)【9311】,1730,1646,1937
サービス業,ムトー精工(株)【7927】,1081,963,1383
電気機器,ウェーブロックホールディングス(株)【7940】,1622,1521,1834
陸運業,(株)Ｊストリーム【4308】,547,313,357
その他製品,(株)昭和真空【6384】,1231,1021,1814
食料品,(株)サンエー化研【4234】,181,326,1199
サービス業,(株)レノバ【9519】,7153,5025,3679
小売業,盟和産業(株)【7284】,163,331,318
サービス業,かどや製油(株)【2612】,3255,4205,5063
電気機器,アルメタックス(株)【5928】,,,
その他製品,(株)ニチリン【5184】,6219,8449,8516
石油・石炭製品,ケミプロ化成(株)【4960】,,,
サービス業,(株)宇徳【9358】,2836,3391,3215
卸売業,(株)スノーピーク【7816】,924,920,-141
化学,古林紙工(株)【3944】,741,695,630
倉庫・運輸関連業,多木化学(株)【4025】,1587,2011,2547
卸売業,三谷セキサン(株)【5273】,8503,8122,6992
情報・通信,(株)鶴弥【5386】,,,
化学,(株)芝浦電子【6957】,2291,2787,3045
サービス業,シークス(株)【7613】,5506,8625,9705
化学,(株)メタルアート【5644】,1250,1127,1292
機械,エレマテック(株)【2715】,4765,6335,6480
不動産業,兼房(株)【5984】,1391,1930,1742
卸売業,(株)安永【7271】,519,2212,1819
卸売業,(株)ノダ【7879】,3586,3799,4474
サービス業,常磐興産(株)【9675】,141,273,1252
小売業,(株)ナガセ【9733】,4575,2666,5156
電気機器,ヘリオス　テクノ　ホールディング(株)【6927】,385,2364,3039
卸売業,タカセ(株)【9087】,169,276,99
情報・通信,(株)サマンサタバサジャパンリミテッド【7829】,-1184,664,-1653
その他製品,(株)ＡＦＣ−ＨＤアムスライフサイエンス【2927】,981,1023,1069
倉庫・運輸関連業,(株)オオバ【9765】,1144,1104,1073
サービス業,(株)メディカルシステムネットワーク【4350】,1615,1428,3163
卸売業,(株)セプテーニ・ホールディングス【4293】,183,976,2247
サービス業,(株)かわでん【6648】,,,
食料品,南海プライウッド(株)【7887】,1724,1567,1137
情報・通信,(株)ＭＯＲＥＳＣＯ【5018】,1279,1950,2330
金属製品,モーニングスター(株)【4765】,1541,1647,1638
証券業,日本ライフライン(株)【7575】,10434,10526,10671
建設業,(株)タカギセイコー【4242】,2456,2268,2540
ガラス・土石製品,川西倉庫(株)【9322】,542,690,586
電気機器,平和紙業(株)【9929】,151,254,210
食料品,ＳＡＭＵＲＡＩ＆Ｊ　ＰＡＲＴＮＥＲＳ(株)【4764】,-270,-245,-182
その他製品,北海道中央バス(株)【9085】,1044,1021,1415
電気機器,カーリットホールディングス(株)【4275】,1599,2328,2028
証券業,(株)秀英予備校【4678】,581,5,119
サービス業,(株)Ｔ＆Ｋ　ＴＯＫＡ【4636】,546,368,1911
食料品,フリージア・マクロス(株)【6343】,932,712,668
卸売業,グランディハウス(株)【8999】,2142,3131,2695
小売業,蔵王産業(株)【9986】,1020,1090,1173
サービス業,ラサ商事(株)【3023】,1974,2029,1863
小売業,(株)コシダカホールディングス【2157】,9507,7858,6146
小売業,名鉄運輸(株)【9077】,4718,4896,4485
鉄鋼,(株)あさひ【3333】,,,
建設業,コーセル(株)【6905】,1668,3355,4704
建設業,(株)トーメンデバイス【2737】,4526,3528,2598
サービス業,(株)さくらケーシーエス【4761】,778,522,232
小売業,(株)ＴＡＫＡＲＡ　＆　ＣＯＭＰＡＮＹ【7921】,2247,1780,1534
化学,伊勢湾海運(株)【9359】,2257,3432,2233
情報・通信,(株)エージーピー【9377】,1422,1356,1403
化学,(株)東京ドーム【9681】,11728,11481,11389
化学,築地魚市場(株)【8039】,-690,-120,-235
機械,(株)ウィルグループ【6089】,4145,2979,2417
小売業,(株)ファーマフーズ【2929】,576,296,89
証券業,(株)テクノマセマティカル【3787】,,,
不動産業,第一交通産業(株)【9035】,5340,6665,6629
機械,東洋シヤッター(株)【5936】,1276,1417,578
卸売業,(株)マネーパートナーズグループ【8732】,622,1171,1046
小売業,(株)ウエストホールディングス【1407】,5864,4974,2679
小売業,日本興業(株)【5279】,527,243,226
機械,原田工業(株)【6904】,683,1737,2253
化学,イートアンド(株)【2882】,810,834,770
不動産業,タカノ(株)【7885】,754,1136,1111
建設業,リオン(株)【6823】,2485,2703,2572
卸売業,アストマックス(株)【7162】,-166,160,166
化学,日総工産(株)【6569】,3061,2869,1800
その他製品,日和産業(株)【2055】,527,308,761
食料品,新都ホールディングス(株)【2776】,-294,-324,-29
その他製品,(株)トップカルチャー【7640】,174,-1132,307
建設業,(株)ホテル、ニューグランド【9720】,,,
鉄鋼,くら寿司(株)【2695】,5475,6875,6341
サービス業,カネ美食品(株)【2669】,,,
卸売業,虹技(株)【5603】,539,1284,1335
電気機器,南海辰村建設(株)【1850】,2263,2618,2288
情報・通信,世紀東急工業(株)【1898】,5961,5564,6235
電気機器,Ｅ・Ｊホールディングス(株)【2153】,2984,1711,1594
情報・通信,アレンザホールディングス(株)【3546】,3347,395,1702
電気機器,フジプレアム(株)【4237】,345,400,401
機械,ＦＩＧ(株)【4392】,47,507,
精密機器,(株)ミルボン【4919】,6751,6260,5345
倉庫・運輸関連業,星光ＰＭＣ(株)【4963】,2790,1969,2220
サービス業,(株)石川製作所【6208】,202,220,361
機械,(株)タカキュー【8166】,,,
食料品,(株)小林洋行【8742】,-232,-327,-344
小売業,リベレステ(株)【8887】,,,
卸売業,(株)宮入バルブ製作所【6495】,,,
証券業,(株)マルタイ【2919】,,,
繊維製品,エコートレーディング(株)【7427】,93,69,221
その他製品,(株)三洋堂ホールディングス【3058】,151,32,246
小売業,(株)ＭｏｎｏｔａＲＯ【3064】,15839,13790,11837
不動産業,(株)ユーシン精機【6482】,2309,2760,2358
小売業,(株)ダイキアクシス【4245】,1000,923,1143
非鉄金属,エスリード(株)【8877】,7948,7170,6752
電気機器,三晃金属工業(株)【1972】,,,
卸売業,神栄(株)【3004】,359,202,804
食料品,石原ケミカル(株)【4462】,1447,1467,1160
情報・通信,(株)キングジム【7962】,1232,1395,1912
ゴム製品,(株)なとり【2922】,1550,1550,1296
精密機器,菊水化学工業(株)【7953】,328,276,124
情報・通信,富士古河Ｅ＆Ｃ(株)【1775】,5929,4911,4311
小売業,北越メタル(株)【5446】,1427,217,-28
卸売業,神戸天然物化学(株)【6568】,,,
食料品,大興電子通信(株)【8023】,2079,1002,565
機械,トミタ電機(株)【6898】,-202,-114,20
建設業,(株)両毛システムズ【9691】,1272,708,653
金属製品,(株)多摩川ホールディングス【6838】,805,153,53
情報・通信,ラクスル(株)【4384】,,,
機械,デンヨー(株)【6517】,6057,4201,3902
機械,(株)テクノスマート【6246】,,,
機械,クボテック(株)【7709】,-28,-742,195
建設業,(株)丸順【3422】,4342,4369,4092
サービス業,(株)リンコーコーポレーション【9355】,497,787,455
繊維製品,(株)グリーンズ【6547】,-3456,2431,1908
卸売業,水道機工(株)【6403】,1055,1013,1206
機械,亀田製菓(株)【2220】,5813,5338,5007
情報・通信,(株)さいか屋【8254】,-18,-34,-13
サービス業,クロスプラス(株)【3320】,521,25,385
小売業,フューチャーベンチャーキャピタル(株)【8462】,-102,-161,-62
情報・通信,オーベクス(株)【3583】,218,435,286
食料品,竹田印刷(株)【7875】,502,588,767
機械,アークランドサービスホールディングス(株)【3085】,4486,4116,3762
卸売業,(株)ＡＳＩＡＮ　ＳＴＡＲ【8946】,-72,59,52
鉄鋼,(株)カンセキ【9903】,1744,1335,959
機械,東京特殊電線(株)【5807】,2260,2113,2615
その他製品,ＯＢＡＲＡ　ＧＲＯＵＰ(株)【6877】,9619,9319,9017
倉庫・運輸関連業,ナガイレーベン(株)【7447】,4918,5264,5242
情報・通信,ダイドーグループホールディングス(株)【2590】,2893,6071,4891
金属製品,(株)スペースシャワーネットワーク【4838】,104,258,589
機械,日東化工(株)【5104】,,,
電気機器,日本精密(株)【7771】,-201,-87,37
精密機器,アイサンテクノロジー(株)【4667】,482,358,352
小売業,(株)文溪堂【9471】,809,874,752
サービス業,(株)ホットマン【3190】,,,
機械,ムラキ(株)【7477】,74,79,27
その他製品,(株)大冷【2883】,,,
情報・通信,(株)ヨシタケ【6488】,608,602,693
卸売業,(株)日本アクア【1429】,,,
情報・通信,(株)スーパーツール【5990】,925,946,753
卸売業,(株)メディアドゥ【3678】,1853,1468,930
卸売業,(株)石井鐵工所【6362】,1111,787,429
サービス業,黒田精工(株)【7726】,338,1277,522
繊維製品,(株)瑞光【6279】,2429,2077,673
卸売業,佐田建設(株)【1826】,1538,670,1450
電気機器,(株)スタジオアリス【2305】,3245,4106,3850
化学,(株)キムラタン【8107】,-457,-622,-387
化学,藤井産業(株)【9906】,3077,2452,2659
サービス業,タケダ機械(株)【6150】,532,843,651
情報・通信,(株)アルゴグラフィックス【7595】,6265,4951,3752
小売業,(株)ティア【2485】,1156,1323,1190
海運業,(株)フェリシモ【3396】,304,534,859
不動産業,(株)ビーグリー【3981】,,,
化学,オーケー食品工業(株)【2905】,-52,-50,89
サービス業,小倉クラッチ(株)【6408】,672,1028,1422
サービス業,東テク(株)【9960】,6464,5442,4479
小売業,日本鋳鉄管(株)【5612】,528,-1041,63
その他製品,日東工器(株)【6151】,3965,5487,5456
サービス業,三光産業(株)【7922】,-24,-182,187
卸売業,伏木海陸運送(株)【9361】,735,861,735
情報・通信,(株)プロトコーポレーション【4298】,5136,4565,3674
陸運業,モリテック　スチール(株)【5986】,44,826,950
サービス業,(株)ヒラノテクシード【6245】,3684,4839,2924
金属製品,東亜ディーケーケー(株)【6848】,1834,1982,1704
精密機器,(株)シード【7743】,1733,1874,2106
化学,(株)ライフフーズ【3065】,,,
化学,(株)総医研ホールディングス【2385】,1047,866,325
輸送用機器,高松機械工業(株)【6155】,1860,2329,1599
ガラス・土石製品,(株)リヒトラブ【7975】,493,703,673
建設業,(株)セレス【3696】,880,1229,
食料品,(株)オーハシテクニカ【7628】,3265,4076,4219
サービス業,テックファームホールディングス(株)【3625】,219,720,552
食料品,カネソウ(株)【5979】,,,
情報・通信,(株)タカショー【7590】,531,514,607
電気機器,スズデン(株)【7480】,1379,1591,1735
小売業,(株)ビジネス・ブレークスルー【2464】,160,458,431
機械,片倉工業(株)【3001】,2569,1531,1901
情報・通信,レカム(株)【3323】,511,653,292
サービス業,ヤーマン(株)【6630】,2504,5705,5385
情報・通信,共和レザー(株)【3553】,2052,1949,3247
サービス業,アグロ　カネショウ(株)【4955】,1230,2157,2096
小売業,(株)ビケンテクノ【9791】,2051,1998,1248
情報・通信,丸東産業(株)【7894】,774,913,878
サービス業,(株)ディジタルメディアプロフェッショナル【3652】,,,
電気機器,(株)コメ兵【2780】,297,1860,1625
陸運業,明治海運(株)【9115】,5444,4927,5591
証券業,パラカ(株)【4809】,,,
情報・通信,ヤスハラケミカル(株)【4957】,,,
卸売業,(株)エンバイオ・ホールディングス【6092】,674,633,787
繊維製品,(株)イオンファンタジー【4343】,3211,4651,5970
卸売業,(株)Ｇ−７ホールディングス【7508】,5783,5017,4324
鉄鋼,萩原工業(株)【7856】,2723,2685,2721
建設業,(株)ステップ【9795】,,,
建設業,(株)テーオーホールディングス【9812】,-330,-271,-424
金属製品,(株)モルフォ【3653】,586,668,809
金属製品,カンダホールディングス(株)【9059】,1744,1566,1831
情報・通信,(株)タナベ経営【9644】,987,,
情報・通信,三洋工業(株)【5958】,1590,883,817
卸売業,(株)インターアクション【7725】,1555,1980,1006
小売業,マナック(株)【4364】,522,316,206
卸売業,東邦化学工業(株)【4409】,2006,2200,2398
輸送用機器,(株)ユタカ技研【7229】,4589,8599,9644
小売業,(株)ヤマックス【5285】,412,540,487
卸売業,(株)佐藤渡辺【1807】,1433,1740,1434
金属製品,塩水港精糖(株)【2112】,1071,1010,840
電気機器,ヒビノ(株)【2469】,1267,1431,1073
小売業,ヱスビー食品(株)【2805】,7239,7154,6389
小売業,(株)ミンカブ・ジ・インフォノイド【4436】,523,,
サービス業,ツインバード工業(株)【6897】,178,113,211
小売業,(株)ダイナックホールディングス【2675】,129,271,
情報・通信,東亜バルブエンジニアリング(株)【6466】,520,544,243
空運業,キーウェアソリューションズ(株)【3799】,433,320,409
その他製品,アイティメディア(株)【2148】,1172,691,746
サービス業,(株)ドリコム【3793】,617,-577,190
機械,セントケア・ホールディング(株)【2374】,1468,1958,1919
小売業,(株)サンマルクホールディングス【3395】,4161,6408,6737
陸運業,北海電気工事(株)【1832】,1452,1134,1470
電気機器,(株)オークネット【3964】,2525,3219,3245
食料品,バリューコマース(株)【2491】,4966,3755,2223
小売業,(株)共和電業【6853】,1383,1525,1328
小売業,鴻池運輸(株)【9025】,9686,10976,11067
その他金融業,豊商事(株)【8747】,1498,750,293
建設業,(株)スカラ【4845】,934,2153,1546
化学,川辺(株)【8123】,-104,224,380
電気機器,(株)フジコー【3515】,-167,-73,340
機械,三京化成(株)【8138】,59,249,230
小売業,リバーホールディングス(株)【5690】,980,1386,1324
輸送用機器,(株)守谷商会【1798】,1311,1354,1455
ガラス・土石製品,(株)テノックス【1905】,1139,953,749
食料品,中国工業(株)【5974】,40,88,83
情報・通信,不二サッシ(株)【5940】,596,1152,1770
小売業,(株)アイ・エス・ビー【9702】,1193,868,596
化学,(株)ウェザーニューズ【4825】,2280,2045,2490
小売業,中山福(株)【7442】,48,142,209
小売業,マックスバリュ西日本(株)【8287】,2742,2690,4702
化学,(株)イメージ　ワン【2667】,,,-154
食料品,(株)ナンシン【7399】,443,707,707
ガラス・土石製品,オイシックス・ラ・大地(株)【3182】,2467,2312,891
電気機器,(株)Ｍｉｓｕｍｉ【7441】,1194,1159,942
小売業,(株)高速【7504】,3137,3116,2920
情報・通信,協立エアテック(株)【5997】,951,872,678
機械,(株)メディアリンクス【6659】,-535,73,-390
卸売業,(株)音通【7647】,107,217,318
サービス業,アールビバン(株)【7523】,1994,1677,973
サービス業,(株)ＲＶＨ【6786】,-341,-942,737
食料品,(株)ハードオフコーポレーション【2674】,831,1026,1249
サービス業,ランサーズ(株)【4484】,-307,-202,-350
非鉄金属,アジア航測(株)【9233】,1346,947,1345
機械,(株)ウイルコホールディングス【7831】,-500,-190,-48
情報・通信,日本スキー場開発(株)【6040】,629,624,442
不動産業,サムコ(株)【6387】,,,
不動産業,大黒天物産(株)【2791】,5935,2741,5244
サービス業,日本石油輸送(株)【9074】,1303,1009,1224
不動産業,ウインテスト(株)【6721】,-348,-290,
情報・通信,養命酒製造(株)【2540】,,,
卸売業,(株)ペッパーフードサービス【3053】,-71,3863,2298
不動産業,(株)ダブルエー【7683】,1364,1158,1037
不動産業,イー・ギャランティ(株)【8771】,2718,2512,2276
卸売業,昭和鉄工(株)【5953】,320,349,447
サービス業,(株)森組【1853】,,,
化学,森六ホールディングス(株)【4249】,5497,8686,9417
その他製品,古河電池(株)【6937】,3293,2801,2980
その他製品,フリュー(株)【6238】,,3543,2453
不動産業,(株)ダイイチ【7643】,,,
金属製品,(株)カーメイト【7297】,919,671,1294
小売業,ダントーホールディングス(株)【5337】,-485,-373,-391
精密機器,岩塚製菓(株)【2221】,173,8,66
不動産業,福井コンピュータホールディングス(株)【9790】,4534,4096,3687
その他金融業,マックスバリュ九州(株)【3171】,,,
鉄鋼,ナトコ(株)【4627】,1543,1471,1461
非鉄金属,(株)ハイデイ日高【7611】,,,
サービス業,(株)ワークマン【7564】,,,
サービス業,東洋合成工業(株)【4970】,,,
卸売業,旭松食品(株)【2911】,313,306,154
その他製品,クニミネ工業(株)【5388】,1931,1740,1789
情報・通信,ケル(株)【6919】,1026,791,1019
ガラス・土石製品,(株)マックハウス【7603】,,,
情報・通信,ＫＹＣＯＭホールディングス(株)【9685】,204,240,120
